	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
1453	EastBridge Partners	Happycall	Asia	East Asia	South Korea	KOR	KR	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Durable Household Products	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout	44	16-Aug	2016	0.0	
1454	Legend Capital	Beijing Lancai Information Technology	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		16-Aug	2016	0.0	
1455	Legend Capital, Fortune Venture Capital, IDG Capital Partners (IDGVC)	Yujia Yule	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	15	16-Aug	2016	0.0	
1456	CDH Investments	Visionly	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	2	16-Aug	2016	0.0	
1457	Furui Fund (Frees Fund), F&G Venture	ChinaCloud Information Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	15	16-Aug	2016	0.0	
1458	Eastern Bell Venture Capital, Meridian Capital	Can Video	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Venture Capital	3	16-Aug	2016	0.0	
1459	Zhenfund, Northern Light Venture Capital (NLVC)	Cardinal Operations	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	2	16-Aug	2016	0.0	
1460	TA Associates	TCNS Clothing Company	Asia	South Asia	India	IND	IN	Consumer Goods	Personal & Household Goods	Personal Goods	Clothing & Accessories	Textiles, Apparel & Luxury Goods	K Textiles, Apparel & Leather	Textiles, Apparel & Leather	Private Equity	Growth	76	16-Aug	2016	0.0	64.34971887
1461	Yunqi Partners	You Pei Liang Pin	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Aug	2016	0.0	
1462	H Capital	Funye	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital		16-Aug	2016	0.0	
1463	ChrysCapital	RBL Bank	Asia	South Asia	India	IND	IN	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	PIPE	3	16-Aug	2016	1.0	65.22019335
1464	Gobi Partners, Zhenfund	51Autogo	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	15	16-Aug	2016	0.0	
1465	Southern Cross Group	Intellego	Latin America	Central America	Mexico	MEX	MX	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Buyout		16-Aug	2016	0.0	
1466	Jungle Ventures, Accel Partners	Appknox	Asia	Southeast Asia	Singapore	SGP	SG	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	16-Aug	2016	0.0	
1467	Quona Capital, 4Di Capital	Zoona	Sub-Saharan Africa	East Africa	Zambia	ZMB	ZM	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Aug	2016	0.0	
1468	Tsing Capital	New Concepts Holdings	Asia	East Asia	China	CHN	CN	Industrials	Construction & Materials	Construction & Materials	Heavy Construction	Construction & Engineering	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Equity	PIPE	15	16-Aug	2016	1.0	
1469	Matrix Partners, Cathay Capital Private Equity	Xiamen Information Technology (Meet You)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	151	16-Aug	2016	0.0	
1470	Powerhouse Ventures	Joolz	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	16-Aug	2016	0.0	
1471	Shenzhen Capital Group (SCGC)	Wuhan Network Technology (Douyu TV)	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Growth		16-Aug	2016	0.0	
1472	SAIF Partners	Ratnamani Metals & Tubes	Asia	South Asia	India	IND	IN	Basic Materials	Basic Resources	Industrial Metals & Mining	Iron & Steel	Metals & Mining	I Primary Metals	Primary Metals	Private Equity	PIPE	4	16-Aug	2016	0.0	
1473	Tiger Global Management	Hike	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital		16-Aug	2016	0.0	
1474	African Capital Alliance, 8 Miles	Beloxxi Industries	Sub-Saharan Africa	West Africa	Nigeria	NGA	NG	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	70	16-Aug	2016	1.0	
1475	Shunwei Capital Partners, China Growth Capital, Furui Fund (Frees Fund), Northern Light Venture Capital (NLVC)	Shenma Internet of Things Financial Information Service (Shenmajr.com)	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	15	16-Aug	2016	0.0	
1476	Kleoss Capital	Real Foods	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth		16-Aug	2016	0.0	
1477	Patria Investimentos	Sports Nutrition Center (SNC)	Latin America	South America	Brazil	BRA	BR	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Buyout		16-Aug	2016	0.0	
1478	Legend Capital	HISKY Medical Equipment Technologies	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Health Care Equipment & Services	Medical Equipment	Health Care Equipment & Supplies	S Health Care	Health Care	Private Equity	Growth		16-Aug	2016	0.0	
1479	Meridian Capital	Heju Huitong E-commerce	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	Venture Capital	2	16-Aug	2016	0.0	
1480	Shunwei Capital Partners	Duocaitou	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	2	16-Aug	2016	0.0	
1481	Legend Capital, IDG Capital Partners (IDGVC)	INMIX	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		16-Aug	2016	0.0	
1482	Sequoia Capital	Mining Lamp	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Aug	2016	0.0	
1483	Tsing Capital	JiaChe Information Technology	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Consumer Electronics	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	5	16-Aug	2016	0.0	
1484	Source Code Capital, China Soft Capital (China Soft Investment Corporation)	Changyi (Shanghai) Information Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	5	16-Aug	2016	0.0	
1485	Lightspeed Venture Partners, Banyan Capital	Baiwancang Network Technology (bwcmall.com)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	16-Aug	2016	0.0	
1486	China Broadband Capital (CBC)	EQXIU.com	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Growth	9	16-Aug	2016	0.0	
1487	Shenzhen CDF-Capital	Touzhijia.com	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	12	16-Aug	2016	0.0	
1488	Shenzhen Capital Group (SCGC)	Wangyu Master	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		16-Aug	2016	0.0	
1489	Creation Investments Capital Management	Fusion Microfinance	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		16-Aug	2016	0.0	
1490	IFC Asset Management Company (AMC)	Aegea Saneamento	Latin America	South America	Brazil	BRA	BR	Utilities	Utilities	Gas, Water & Multi-utilities	Water	Water Utilities	C Utilities	Utilities	Infrastructure & Real Assets	Growth	20	16-Aug	2016	1.0	
1491	GMO Venture Partners, Wavemaker Partners	Red Dot Payment	Asia	Southeast Asia	Singapore	SGP	SG	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Aug	2016	0.0	
1492	Wamda Capital	Kharabeesh	MENA	Middle East	Jordan	JOR	JO	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Venture Capital	5	16-Aug	2016	1.0	
1493	BPE Partners	Daikin Airconditioning Egypt	MENA	North Africa	Egypt	EGY	EG	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Durable Household Products	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		16-Aug	2016	0.0	
1494	Invest Tech Investimentos e Participacoes	Ahgora Sistemas	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	3	16-Aug	2016	0.0	
1495	Capital Group Private Markets	Burger King do Brasil	Latin America	South America	Brazil	BRA	BR	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth	111	16-Aug	2016	0.0	62.1228836
1496	Formation Group, Goodwater Capital, Pear Ventures	Memebox	Asia	East Asia	South Korea	KOR	KR	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	66	16-Aug	2016	0.0	
1497	BTG Pactual	Forestry Assets from Iguacu Celulose	Latin America	South America	Brazil	BRA	BR	Basic Materials	Basic Resources	Forestry & Paper	Forestry	Paper & Forest Products	A Agriculture and Forestry	Agriculture & Forestry	Infrastructure & Real Assets	Buyout		16-Aug	2016	0.0	
1498	Hony Capital	Best Food Holding (formerly Lee & Man Handbags)	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Personal Goods	Clothing & Accessories	Textiles, Apparel & Luxury Goods	K Textiles, Apparel & Leather	Textiles, Apparel & Leather	Private Equity	PIPE	67	16-Aug	2016	0.0	
1499	AppWorks Ventures	Mytrom (Johomy)	Asia	East Asia	Taiwan	TWN	TW	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Aug	2016	0.0	
1500	AppWorks Ventures	Cybersocial Holdings	Asia	East Asia	Taiwan	TWN	TW	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital		16-Aug	2016	0.0	
1501	GSR Ventures	Yunnex Information Technology	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Aug	2016	0.0	
1502	Golden Gate Ventures, 500 Startups	Alodokter	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	Venture Capital	3	16-Aug	2016	0.0	
1503	East Ventures, Fenox Venture Capital	Talenta Digital Indonesia	Asia	Southeast Asia	Indonesia	IDN	ID	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Aug	2016	0.0	
1504	CDIB Capital Group	Tutwo (Xiamen) Outdoor	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	30	16-Aug	2016	0.0	
1505	Equator Capital Partners	Chaitanya	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	7	16-Aug	2016	0.0	
1506	Northern Light Venture Capital (NLVC)	Shenzhen Leishen Intelligent System	Asia	East Asia	China	CHN	CN	Technology	Technology	Technology Hardware & Equipment	Computer Hardware	Technology Hardware, Storage & Peripherals	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		16-Aug	2016	0.0	
1507	HG Capital	Hexiangufu	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	Growth	3	16-Aug	2016	0.0	
1508	Inventus Capital Partners, Blume Ventures	Tricog Health	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Aug	2016	0.0	
1509	Ribbit Capital	Ideal Invest	Latin America	South America	Brazil	BRA	BR	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		16-Aug	2016	1.0	
1510	KKR, Capital Group Private Markets, Farallon Capital Management, Warburg Pincus	Go-Jek	Asia	Southeast Asia	Indonesia	IDN	ID	Industrials	Industrial Goods & Services	Industrial Transportation	Delivery Services	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth	550	16-Aug	2016	0.0	
1511	Nordwind Capital	ChapAgha	MENA	Middle East	Iran	IRN	IR	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		16-Aug	2016	0.0	
1512	Mekong Capital	ABA Corporation	Asia	Southeast Asia	Vietnam	VNM	VN	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth	6	16-Aug	2016	1.0	
1513	Sequoia Capital, Alpha JWC Ventures	Funding Societies	Asia	Southeast Asia	Singapore	SGP	SG	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	7	16-Aug	2016	0.0	
1514	Fortune Venture Capital	Huize Insurance (Hzins.com)	Asia	East Asia	China	CHN	CN	Financials	Insurance	Nonlife Insurance	Insurance Brokers	Insurance	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	15	16-Aug	2016	0.0	
1515	Tembusu Partners	Deskera	Asia	Southeast Asia	Singapore	SGP	SG	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		16-Aug	2016	0.0	
1516	Warburg Pincus	Stellar Value Chain Solutions	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth	125	16-Aug	2016	0.0	
1517	Invest Tech Investimentos e Participacoes	Quality Software	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	9	16-Aug	2016	0.0	
1518	Helios Investment Partners, responsAbility Investments	Off-Grid Electric	Sub-Saharan Africa	East Africa	Tanzania	TZA	TZ	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Private Equity	Growth	18	16-Aug	2016	1.0	
1519	Bamboo Finance, Alta Ventures Mexico	kubo.financiero	Latin America	Central America	Mexico	MEX	MX	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	8	16-Aug	2016	1.0	
1520	Sequoia Capital, Kae Capital	Bright Lifecare (HealthKart)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	12	16-Aug	2016	0.0	
1521	Da Vinci Capital Management	Softline	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	40	16-Aug	2016	0.0	
1522	Sequoia Capital, 500 Startups, Golden Gate Ventures	Carousell	Asia	Southeast Asia	Singapore	SGP	SG	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	35	16-Aug	2016	0.0	
1523	Sahel Capital	Dayntee Farms	Sub-Saharan Africa	West Africa	Nigeria	NGA	NG	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Growth		16-Aug	2016	0.0	
1524	Lumis Partners	Applied Life (Sheroes)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	2	16-Aug	2016	0.0	
1525	NXTP Labs	Wayniloans	Latin America	South America	Argentina	ARG	AR	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	0.03	16-Aug	2016	0.0	
1526	NXTP Labs	Alquilando	Latin America	South America	Argentina	ARG	AR	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	0.03	16-Aug	2016	0.0	
1527	The Abraaj Group	Jhimpir Power	Asia	South Asia	Pakistan	PAK	PK	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Buyout		16-Aug	2016	0.0	
1528	NXTP Labs	VU Security	Latin America	South America	Argentina	ARG	AR	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital	0.2	16-Aug	2016	0.0	
1529	Old Mutual Alternative Investments	Royals Management Company	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	14	16-Aug	2016	0.0	
1530	NXTP Labs	The Other Guys	Latin America	South America	Argentina	ARG	AR	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital	0.2	16-Aug	2016	0.0	
1531	PAG	Golden Apple Education Group	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Buyout	200	16-Aug	2016	0.0	
1532	ChinaEquity	Boray Data	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Aug	2016	0.0	
1533	India Quotient	LoanTap Financial Technologies	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	0.2	16-Aug	2016	0.0	
1534	WSI Capital	Bdsklep.pl	CEE & CIS	Central & Eastern Europe (CEE)	Poland	POL	PL	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Buyout	5	16-Aug	2016	0.0	
1535	Access Ventures	Reality Reflection	Asia	East Asia	South Korea	KOR	KR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Aug	2016	0.0	
1536	Monk's Hill Ventures, Kejora Ventures	C88	Asia	Southeast Asia	Indonesia	IDN	ID	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		16-Aug	2016	0.0	
1537	LIV Capital, DILA Capital	Boletia	Latin America	Central America	Mexico	MEX	MX	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Venture Capital	1	16-Aug	2016	0.0	
1538	Qiming Venture Partners	Shenzhen Xiaoman Tech	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	5	16-Aug	2016	0.0	
1539	Investisseurs & Partenaires (I&P)	Africa Radio	Sub-Saharan Africa	West Africa	Cote d'Ivoire	CIV	CI	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Growth		16-Aug	2016	0.0	
1540	Investisseurs & Partenaires (I&P)	Enko Education	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	16-Aug	2016	0.0	
1541	Investisseurs & Partenaires (I&P)	Barajii	Sub-Saharan Africa	West Africa	Burkina Faso	BFA	BF	Consumer Goods	Food & Beverage	Beverages	Soft Drinks	Beverages	F Food & Beverages	Food & Beverages	Private Equity	Growth		16-Aug	2016	0.0	
1542	Norwest Venture Partners (NVP), IL&FS Investment Managers	OVUM Hospitals	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth	5	16-Aug	2016	0.0	
1543	Advent International	Viakem	Latin America	Central America	Mexico	MEX	MX	Basic Materials	Chemicals	Chemicals	Specialty Chemicals	Chemicals	G Chemicals	Chemicals	Private Equity	Buyout		16-Aug	2016	0.0	
1544	Goldman Sachs Merchant Banking Division (MBD)	Essel Infraprojects	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Infrastructure & Real Assets	Growth	85	16-Aug	2016	0.0	
1545	Shenzhen Capital Group (SCGC)	Chongqing Yi Chong Technology	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Jul	2016	0.0	
1546	Shenzhen Capital Group (SCGC)	Nanjing Gritpharma	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Biotechnology	Biotechnology	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Jul	2016	0.0	
1547	Shenzhen Capital Group (SCGC)	Guangdong Hepu Power Technology	Asia	East Asia	China	CHN	CN	Consumer Goods	Automobiles & Parts	Automobiles & Parts	Auto Parts	Auto Components	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		16-Jul	2016	0.0	
1548	Shenzhen Capital Group (SCGC)	Shenzhen AP International Education Technology	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Jul	2016	0.0	
1549	Shenzhen Capital Group (SCGC)	Shenzhen Branch Powerise Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Technology Hardware & Equipment	Semiconductors	Technology Hardware, Storage & Peripherals	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		16-Jul	2016	0.0	
1550	Shenzhen Capital Group (SCGC)	Shenzhen Julong High-Tech Electronic Technology	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Electronic & Electrical Equipment	Electrical Components & Equipment	Electrical Equipment	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		16-Jul	2016	0.0	
1551	Shenzhen Capital Group (SCGC)	Hunan Chinaly New Materials	Asia	East Asia	China	CHN	CN	Consumer Goods	Automobiles & Parts	Automobiles & Parts	Auto Parts	Auto Components	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		16-Jul	2016	0.0	
1552	Shenzhen Capital Group (SCGC)	Shenzhen City Public Technology	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Jul	2016	0.0	
1553	Novastar Ventures	Penda Health	Sub-Saharan Africa	East Africa	Kenya	KEN	KE	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Venture Capital		16-Jul	2016	0.0	
1554	Redpoint eVentures	Olist	Latin America	South America	Brazil	BRA	BR	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Jul	2016	0.0	
1555	Shenzhen Oriental Fortune Capital (OFC)	eher	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	Venture Capital	2	16-Jul	2016	0.0	
