	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
1303	Unicorn India Ventures Advisors	Pharmarack	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	16-Sep	2016	0.0	
1304	Carpediem Capital Partners	Gadgetwood eServices	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	6	16-Sep	2016	0.0	
1305	Rebright Partners	Flixy Games	Asia	South Asia	India	IND	IN	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	0.4	16-Sep	2016	0.0	
1306	Caspian Advisors	Aptus Value Housing	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Mortgage Finance	Thrifts & Mortgage Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		16-Sep	2016	1.0	
1307	Wamda Capital, 212 Capital Partners	Insider	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	2	16-Sep	2016	1.0	
1308	500 Startups	Wrappup	MENA	Middle East	United Arab Emirates	ARE	AE	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	16-Sep	2016	0.0	
1309	Norwest Venture Partners (NVP)	TrendSutra Platform Services (Pepperfry.com)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Home Improvement Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Sep	2016	0.0	
1310	The Blackstone Group	Horn of Africa Pipeline	Sub-Saharan Africa	East Africa	East Africa Regional Investment	SSA		Oil & Gas	Oil & Gas	Oil Equipment, Services & Distribution	Pipelines	Oil, Gas & Consumable Fuels	E Transportation and Warehousing	Transportation and Warehousing	Infrastructure & Real Assets	Growth	300	16-Sep	2016	0.0	
1311	Advent International	Grupo Transmerquim (GTM)	Latin America	-	Latin America Regional Investment	LAC		Basic Materials	Chemicals	Chemicals	Commodity Chemicals	Chemicals	G Chemicals	Chemicals	Private Equity	Growth		16-Sep	2016	0.0	
1312	Tiantu Xingye Venture Capital (Tiantu Capital), HG Capital	Hangzhou Enniu Network Technology (51Zhangdan, u51.com)	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		16-Sep	2016	0.0	
1313	NDE Capital	Gema Asia Industries	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	35	16-Sep	2016	0.0	
1314	YourNest Angel Fund	KaHa	Asia	Southeast Asia	Singapore	SGP	SG	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Sep	2016	0.0	
1315	Elevar Equity	Credijusto	Latin America	Central America	Mexico	MEX	MX	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		16-Sep	2016	0.0	
1316	Shenzhen Capital Group (SCGC)	Le Supercar	Asia	East Asia	China	CHN	CN	Consumer Goods	Automobiles & Parts	Automobiles & Parts	Automobiles	Automobiles	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		16-Sep	2016	0.0	
1317	Golden Gate Ventures, East Ventures, Fenox Venture Capital	Jojonomic	Asia	Southeast Asia	Indonesia	IDN	ID	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	2	16-Sep	2016	0.0	
1318	Taxim Capital Private Equity	Big Chefs	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth		16-Sep	2016	1.0	
1319	Patria Investimentos	Bio Ritmo	Latin America	South America	Brazil	BRA	BR	Consumer Services	Travel & Leisure	Travel & Leisure	Recreational Services	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth	15	16-Sep	2016	0.0	
1320	Lucid Ventures	Jamie's Italian (South Africa)	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital		16-Sep	2016	0.0	
1321	Ardian	Solarpack Solar Plants	Latin America	South America	Chile	CHL	CL	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Buyout	31	16-Sep	2016	0.0	
1322	Addventure	MoveSouq	MENA	Middle East	United Arab Emirates	ARE	AE	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	3	16-Sep	2016	0.0	
1323	Goldman Sachs Merchant Banking Division (MBD)	DEN Networks	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	PIPE	21	16-Sep	2016	0.0	5.3
1324	ALLVP (Venture Partners Mexico)	Dentalia	Latin America	Central America	Mexico	MEX	MX	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Venture Capital	5	16-Sep	2016	0.0	
1325	Northern Light Venture Capital (NLVC), 6 Dimensions Capital	TenNor Therapeutics	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Biotechnology	Biotechnology	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Sep	2016	0.0	
1326	Accel Partners	FuturON Systems (Milofy)	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital	1	16-Sep	2016	0.0	
1327	Patamar Capital (formerly Unitus Impact)	Lawrencedale Agro Processing (Leaf)	Asia	South Asia	India	IND	IN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth		16-Sep	2016	0.0	
1328	Bessemer Venture Partners, Accel Partners, Norwest Venture Partners (NVP), SAIF Partners	Bundl Technologies (Swiggy)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	15	16-Sep	2016	0.0	
1329	Qiming Venture Partners	LIH Investment & Management	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth		16-Sep	2016	0.0	
1330	Hony Capital	Best Food Holding (formerly Lee & Man Handbags)	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Personal Goods	Clothing & Accessories	Textiles, Apparel & Luxury Goods	K Textiles, Apparel & Leather	Textiles, Apparel & Leather	Private Equity	PIPE	193	16-Sep	2016	0.0	
1331	BPM Capital	Eskaro	CEE & CIS	Central & Eastern Europe (CEE)	Estonia	EST	EE	Basic Materials	Chemicals	Chemicals	Specialty Chemicals	Chemicals	G Chemicals	Chemicals	Private Credit	Mezzanine		16-Sep	2016		
1332	Multiples Alternate Asset Management	Encube Ethicals	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Medical Supplies	Health Care Equipment & Supplies	S Health Care	Health Care	Private Equity	Growth		16-Sep	2016	1.0	
1333	Future Capital, Linear Venture	Seeta	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	16-Sep	2016	0.0	
1334	WI Harper Group, Phillip Private Equity, Raffles Venture Partners, UOB Venture Management	ViSenze	Asia	Southeast Asia	Singapore	SGP	SG	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	11	16-Sep	2016	0.0	
1335	ChrysCapital	Hero FinCorp	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	84	16-Sep	2016	0.0	
1336	Nexus Venture Partners	GoPigeon	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Venture Capital	2	16-Sep	2016	0.0	
1337	East Ventures, 500 Startups, Spiral Ventures (formerly IMJ Investment Partners)	Kudo	Asia	Southeast Asia	Indonesia	IDN	ID	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		16-Sep	2016	0.0	
1338	Bozano Investimentos	Vindi	Latin America	South America	Brazil	BRA	BR	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	16-Sep	2016	0.0	
1339	Hera Capital, DSG Consumer Partners	SaladStop	Asia	Southeast Asia	Singapore	SGP	SG	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	4	16-Sep	2016	0.0	
1340	Development Partners International	Atlantic Business International (ABI)	Sub-Saharan Africa	West Africa	Cote d'Ivoire	CIV	CI	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	75	16-Sep	2016	0.0	
1341	SP Ventures	Biotecnologia Pesquisa e Inovacao (BPI, Genotyping Saude)	Latin America	South America	Brazil	BRA	BR	Health Care	Health Care	Pharmaceuticals & Biotechnology	Biotechnology	Biotechnology	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	16-Sep	2016	0.0	
1342	DILA Capital	Alameda	Latin America	Central America	Mexico	MEX	MX	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Sep	2016	0.0	
1343	LIV Capital	Central de Corretajes (CENCOR)	Latin America	Central America	Mexico	MEX	MX	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	24	16-Sep	2016	0.0	
1344	Yao Capital	Glory Sports International	Asia	Southeast Asia	Singapore	SGP	SG	Consumer Services	Travel & Leisure	Travel & Leisure	Recreational Services	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth		16-Sep	2016	0.0	
1345	Chengwei Ventures, Matrix Partners	oTMS	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Sep	2016	0.0	
1346	True North (formerly IVFA)	Seedworks International	Asia	South Asia	India	IND	IN	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Buyout	40	16-Sep	2016	0.0	
1347	TVS Capital	Fsn E-Commerce Ventures (Nykaa)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Sep	2016	0.0	
1348	Kleoss Capital	Centre for Diabetes and Edoncrinology (CDE)	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth		16-Sep	2016	0.0	
1349	Matrix Partners, Morningside Ventures, Yi Capital	Hangzhou Muxie Network Technology (yiqihuzhu)	Asia	East Asia	China	CHN	CN	Financials	Insurance	Nonlife Insurance	Full Line Insurance	Insurance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	4	16-Sep	2016	0.0	
1350	East Ventures	Cermati	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	2	16-Sep	2016	0.0	
1351	Northstar Group	HaloDoc	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Sep	2016	0.0	
1352	Fortune Venture Capital	Beijing Linghangshenghui Technology (Zettakit)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	7	16-Sep	2016	0.0	
1353	CDH Investments	Fountown	Asia	East Asia	China	CHN	CN	Financials	Real Estate	Real Estate Investment & Services	Real Estate Holding & Development	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Venture Capital		16-Sep	2016	0.0	
1354	Darby Private Equity	Belenco	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Industrials	Construction & Materials	Construction & Materials	Building Materials & Fixtures	Building Products	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Equity	Growth		16-Sep	2016	0.0	
1355	Shenzhen Cowin Venture Capital	MapGoo Technologies	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Consumer Electronics	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	7	16-Sep	2016	0.0	
1356	Zhenfund	Shenzhen Yimian Network Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	2	16-Sep	2016	0.0	
1357	Softbank China Venture Capital (SBCVC)	WeShare	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital	10	16-Sep	2016	1.0	
