	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
10447	The Abraaj Group	Pacific Plaza Health and Living (PPHL)	Latin America	Central America	Costa Rica	CRI	CR	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Venture Capital		9-Sep	2009	0.0	
10448	Theta Investment Holdings Limited (THIL)	Kazakhstan Kagazy plc	CEE & CIS	Commonwealth of Independent States (CIS)	Kazakhstan	KAZ	KZ	Industrials	Industrial Goods & Services	General Industrials	Containers & Packaging	Containers & Packaging	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	PIPE		9-Sep	2009	0.0	
10449	Lok Capital	Asirvad Microfinance	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	2	9-Sep	2009	1.0	
10450	Green Capital	Aqces	Latin America	South America	Brazil	BRA	BR	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth		9-Sep	2009	0.0	
10451	The Abraaj Group	Continental Warehousing (Nhava Seva)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth		9-Sep	2009	0.0	
10452	Orchid Asia Group Management	Lifetech Scientific	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Health Care Equipment & Services	Medical Supplies	Health Care Equipment & Supplies	S Health Care	Health Care	Private Equity	Growth		9-Sep	2009	0.0	54.9
10453	CITIC Private Equity Funds Management	Yantai Port Passenger Transport (Bohai Ferry)	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth	59	9-Sep	2009	0.0	38.10399812
10454	DGF Investimentos	Brasvending	Latin America	South America	Brazil	BRA	BR	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	13	9-Sep	2009	0.0	
10455	Ambit Pragma Ventures	Prasanna Purple	Asia	South Asia	India	IND	IN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth	13	9-Sep	2009	1.0	
10456	TPG	Yunnan Red Wine	Asia	East Asia	China	CHN	CN	Consumer Goods	Food & Beverage	Beverages	Distillers & Vintners	Beverages	F Food & Beverages	Food & Beverages	Private Equity	Growth	15	9-Sep	2009	0.0	
10457	Conor Venture Partners, Energy Future Invest (EFI)	Crystalsol	CEE & CIS	Central & Eastern Europe (CEE)	Estonia	EST	EE	Oil & Gas	Oil & Gas	Alternative Energy	Renewable Energy Equipment	Independent Power and Renewable Electricity Producers	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	4	9-Aug	2009	0.0	
10458	Fortune Venture Capital	Guangzhou Shangpin Zhaipei (HomeKoo)	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Furnishings	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	10	9-Aug	2009	0.0	
10459	AfricInvest	Reef Group	Sub-Saharan Africa	Central Africa	Cameroon	CMR	CM	Industrials	Construction & Materials	Construction & Materials	Building Materials & Fixtures	Building Products	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Equity	Growth	9	9-Aug	2009	1.0	
10460	Affinity Equity Partners	United Test and Assembly Center (UTAC)	Asia	Southeast Asia	Singapore	SGP	SG	Technology	Technology	Technology Hardware & Equipment	Semiconductors	Technology Hardware, Storage & Peripherals	M Industrial & Consumer Products	Industrial & Consumer Products	Private Credit	Debt		9-Aug	2009		
10461	Altos Ventures	Spicus	Asia	East Asia	South Korea	KOR	KR	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		9-Aug	2009	0.0	
10462	The Abraaj Group, Altra Investments	PetroTiger	Latin America	South America	Colombia	COL	CO	Oil & Gas	Oil & Gas	Oil Equipment, Services & Distribution	Oil Equipment & Services	Energy Equipment & Services	B Oil, Gas and Mining	Oil, Gas and Mining	Private Equity	Growth	25	9-Aug	2009	1.0	
10463	Cauris Management	SWINDEVCO	Sub-Saharan Africa	West Africa	Cote d'Ivoire	CIV	CI	Telecommunications	Telecommunications	Mobile Telecommunications	Mobile Telecommunications	Wireless Telecommunication Services	N Information	Information	Private Credit	Mezzanine	2	9-Aug	2009		
10464	Peepul Capital	MedAll Healthcare	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth	20	9-Aug	2009	1.0	
10465	UFG Asset Management, Baring Vostok Capital Partners, Tiger Global Management	Yandex	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Growth	100	9-Aug	2009	1.0	209.5
10466	Legend Capital	ErenEben Information Technology	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		9-Aug	2009	0.0	
10467	CDH Investments	Xueda Education Group	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	9-Aug	2009	1.0	
10468	IDFC Alternatives	Wireless TT Info Services	Asia	South Asia	India	IND	IN	Telecommunications	Telecommunications	Mobile Telecommunications	Mobile Telecommunications	Wireless Telecommunication Services	N Information	Information	Private Equity	Growth		9-Aug	2009	0.0	
10469	Global Capital	Mazor Group	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Industrials	Construction & Materials	Construction & Materials	Building Materials & Fixtures	Building Products	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Equity	Growth	3	9-Aug	2009	0.0	
10470	AIF Capital	Tat Hong Holdings	Asia	Southeast Asia	Singapore	SGP	SG	Industrials	Industrial Goods & Services	Industrial Engineering	Commercial Vehicles & Trucks	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	PIPE	45	9-Aug	2009	0.0	
10471	SAIF Partners	Guangdong Yinda Guarantee Investment Group (Yinda Guarantee)	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	25	9-Aug	2009	0.0	
10472	The Carlyle Group	Yashili	Asia	East Asia	China	CHN	CN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	95	9-Aug	2009	0.0	386.4
10473	DT Capital Partners, iD TechVentures (iDT), The CID Group	Everlearn International Group (Shanghai Preschool Education) (FasTracKids)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	8	9-Aug	2009	0.0	161.1889269
10474	Leopard Capital	Kingdom Breweries	Asia	Southeast Asia	Cambodia	KHM	KH	Consumer Goods	Food & Beverage	Beverages	Brewers	Beverages	F Food & Beverages	Food & Beverages	Private Equity	Buyout	2	9-Aug	2009	0.0	
10475	TPG, Hony Capital	Wumart	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	PIPE	200	9-Aug	2009	0.0	
10476	Softline Venture Partners (SVP)	Actio	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	0.1	9-Aug	2009	0.0	
10477	Sequoia Capital	Feihe Dairy (American Dairy subsidiary)	Asia	East Asia	China	CHN	CN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	PIPE	63	9-Aug	2009	0.0	65.0
10478	Applied Ventures	Tera-Barrier Films	Asia	Southeast Asia	Singapore	SGP	SG	Industrials	Industrial Goods & Services	General Industrials	Containers & Packaging	Containers & Packaging	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		9-Aug	2009	0.0	
10479	FF&P Private Equity / Nova Capital Management	Oerlikon Optics (Shanghai) (EIS Optics)	Asia	East Asia	China	CHN	CN	Technology	Technology	Technology Hardware & Equipment	Telecommunications Equipment	Technology Hardware, Storage & Peripherals	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout		9-Aug	2009	0.0	
10480	FDS China Capital	Dongguan Sun High (Convenience Store) Co., Ltd.	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		9-Aug	2009	0.0	
10481	Matrix Partners	Huakang Financial Services (Hua Kang)	Asia	East Asia	China	CHN	CN	Financials	Insurance	Life Insurance	Life Insurance	Insurance	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	45	9-Aug	2009	0.0	
10482	Payne Capital	Universidad de la Ciencias de la Informatica (UCINF)	Latin America	South America	Chile	CHL	CL	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Buyout	1	9-Aug	2009	0.0	
10483	Emergent Investment Group (EIG)	McNally Sayaji Engineering	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Engineering	Industrial Machinery	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	2	9-Aug	2009	0.0	
10484	VIG Partners	BC Card	Asia	East Asia	South Korea	KOR	KR	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Buyout	156	9-Aug	2009	0.0	
10485	IL&FS Investment Managers	DEN Networks	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Growth	14	9-Aug	2009	0.0	5.3
10486	Sequoia Capital	eClerx Services	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	PIPE	9	9-Aug	2009	0.0	75.63555589
10487	Warburg Pincus	Synergy Media Entertainment	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Growth	10	9-Aug	2009	0.0	
10488	Sequoia Capital	Hunan Greatdreams Cartoon Media	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Venture Capital	15	9-Aug	2009	0.0	
10489	NewMargin Ventures	Nanjing Intercity Online Information Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	15	9-Aug	2009	0.0	
10490	Frontline Strategy	Tejas Networks	Asia	South Asia	India	IND	IN	Technology	Technology	Technology Hardware & Equipment	Telecommunications Equipment	Technology Hardware, Storage & Peripherals	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		9-Aug	2009	0.0	10.02591987
10491	EXEO Capital	New Forests Company	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Basic Materials	Basic Resources	Forestry & Paper	Forestry	Paper & Forest Products	A Agriculture and Forestry	Agriculture & Forestry	Infrastructure & Real Assets	Growth	7	9-Aug	2009	0.0	
10492	GED Capital	Total Eurobusiness (TEB)	CEE & CIS	Central & Eastern Europe (CEE)	Romania	ROU	RO	Utilities	Utilities	Electricity	Conventional Electricity	Electric Utilities	V Electric Power	Utilities	Private Equity	Buyout	17	9-Aug	2009	1.0	
10493	Medu Capital	Vergenoeg Mining Company	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Basic Materials	Basic Resources	Mining	General Mining	Metals & Mining	B Oil, Gas and Mining	Oil, Gas and Mining	Infrastructure & Real Assets	PIPE	14	9-Aug	2009	0.0	
10494	Addventure	MiniBanda.ru	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Venture Capital	0.1	9-Aug	2009	0.0	
10495	Matrix Partners	Anjuke (formerly Renting Network Technology)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	10	9-Aug	2009	0.0	
10496	Highland Capital Partners, Legend Capital	Beijing NetentSec	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	3	9-Aug	2009	0.0	
10497	The Abraaj Group	Computer Warehouse Group (CWG)	Sub-Saharan Africa	West Africa	Nigeria	NGA	NG	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		9-Aug	2009	1.0	
10498	InVenfin	ChessCube	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	1	9-Aug	2009	0.0	
10499	Nexus Private Equity Partners	Promotehna d.o.o.	CEE & CIS	Central & Eastern Europe (CEE)	Croatia	HRV	HR	Industrials	Industrial Goods & Services	Industrial Engineering	Industrial Machinery	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	1	9-Aug	2009	0.0	
10500	Jiangsu Top-Bridge Capital	Jiangsu Jianding Bio-technology	Asia	East Asia	China	CHN	CN	Basic Materials	Chemicals	Chemicals	Specialty Chemicals	Chemicals	G Chemicals	Chemicals	Private Equity	Venture Capital	3	9-Aug	2009	0.0	
10501	Euroventures Ukraine (EVU)	Northern Lights Ventures, Inc. (AB Ukraine) (Airbites)	CEE & CIS	Commonwealth of Independent States (CIS)	Ukraine	UKR	UA	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Buyout	10	9-Aug	2009	1.0	
10502	JM Financial Group	DiagnoSearch Life Sciences	Asia	South Asia	India	IND	IN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Biotechnology	Biotechnology	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	7	9-Aug	2009	0.0	
10503	BanyanTree Finance	GEI Industrial Systems	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	2	9-Aug	2009	0.0	
10504	Vivo Capital	Lee's Pharmaceutical Holdings	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Venture Capital	3	9-Aug	2009	0.0	
10505	Navis Capital Partners	Trio Engineered Products	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Industrial Engineering	Industrial Machinery	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout		9-Aug	2009	0.0	220.0
10506	Linzor Capital Partners	Santo Tomas	Latin America	South America	Chile	CHL	CL	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Buyout	38	9-Aug	2009	0.0	
10507	Small Enterprise Assistance Funds (SEAF)	Hoa Binh	Asia	Southeast Asia	Vietnam	VNM	VN	Financials	Financial Services	Financial Services	Investment Services	Capital Markets	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	2	9-Jul	2009	0.0	
10508	Mediterrania Capital Partners	Agrolito	MENA	North Africa	Tunisia	TUN	TN	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Growth		9-Jul	2009	0.0	
10509	Cordiant Capital	Kosmos Energy	Sub-Saharan Africa	West Africa	Ghana	GHA	GH	Oil & Gas	Oil & Gas	Oil & Gas Producers	Exploration & Production	Energy Equipment & Services	B Oil, Gas and Mining	Oil, Gas and Mining	Private Credit	Debt	10	9-Jul	2009		
10510	CITIC Private Equity Funds Management	Kuaijishan Shaoxing Wine	Asia	East Asia	China	CHN	CN	Consumer Goods	Food & Beverage	Beverages	Distillers & Vintners	Beverages	F Food & Beverages	Food & Beverages	Private Equity	Growth	26	9-Jul	2009	0.0	
10511	Burrill & Company	Taiwan Liposome	Asia	East Asia	Taiwan	TWN	TW	Health Care	Health Care	Pharmaceuticals & Biotechnology	Biotechnology	Biotechnology	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		9-Jul	2009	0.0	
10512	KKR, Affinity Equity Partners	Oriental Brewery	Asia	East Asia	South Korea	KOR	KR	Consumer Goods	Food & Beverage	Beverages	Brewers	Beverages	F Food & Beverages	Food & Beverages	Private Equity	Buyout	800	9-Jul	2009	0.0	4750.0
10513	Darby Private Equity	Gyeonggi Expressway	Asia	East Asia	South Korea	KOR	KR	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Infrastructure & Real Assets	Growth		9-Jul	2009	0.0	
10514	Advent International	CETIP	Latin America	South America	Brazil	BRA	BR	Financials	Financial Services	Financial Services	Investment Services	Capital Markets	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		9-Jul	2009	1.0	886.0
10515	Palomar Ventures	Bubbly	Asia	Southeast Asia	Singapore	SGP	SG	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	6	9-Jul	2009	0.0	
10516	Trustbridge Partners (TBP Capital)	Boshiwa International Holding	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Personal Goods	Clothing & Accessories	Textiles, Apparel & Luxury Goods	K Textiles, Apparel & Leather	Textiles, Apparel & Leather	Private Equity	Growth	15	9-Jul	2009	0.0	303.0
10517	Tsing Capital	Neo-Neon International	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Durable Household Products	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	PIPE	30	9-Jul	2009	1.0	
10518	Gobi Partners, Spark Capital	8D World	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	7	9-Jul	2009	0.0	
10519	Venture Capital Bank	Dutch Delight	MENA	Middle East	Bahrain	BHR	BH	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Venture Capital		9-Jul	2009	0.0	
10520	IDG Capital Partners (IDGVC)	Wuzhen Tourism Development (subsidiary of China CYTS Tours)	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth	7	9-Jul	2009	0.0	
10521	Norwest Venture Partners (NVP)	Shriram City Union Finance	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	25	9-Jul	2009	0.0	619.3710605
10522	IGNIA Partners	Pro-Organico	Latin America	Central America	Mexico	MEX	MX	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Growth	3	9-Jul	2009	1.0	
10523	SAIF Partners, BVCF, New Enterprise Associates (NEA), Qiming Venture Partners	Novast Pharmaceuticals	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Growth	25	9-Jul	2009	1.0	
10524	GSR Ventures, Keytone Ventures, Norwest Venture Partners (NVP)	Borqs Beijing (Borqs)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	18	9-Jul	2009	0.0	
10525	InVenfin	Ad Dynamo International	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital		9-Jul	2009	0.0	
10526	Treacle Private Equity	Teraco Data Environments	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	4	9-Jul	2009	0.0	
10527	Olympus Capital Asia	Zhaoheng Hydropower	Asia	East Asia	China	CHN	CN	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth	48	9-Jul	2009	1.0	
10528	Sequoia Capital	JustDial	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Growth	8	9-Jul	2009	0.0	316.26914389999996
10529	Lightspeed Venture Partners, Matrix Partners	ItzCash	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	10	9-Jul	2009	0.0	
10530	Darby Private Equity	Eletrogoes	Latin America	South America	Brazil	BRA	BR	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Private Credit	Mezzanine	30	9-Jul	2009		
10531	Matrix Partners	FIITJEE	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	21	9-Jul	2009	0.0	
10532	Bain Capital	Beijing Outsell Health Product Development (Besunyen)	Asia	East Asia	China	CHN	CN	Consumer Goods	Food & Beverage	Beverages	Soft Drinks	Beverages	F Food & Beverages	Food & Beverages	Private Equity	Growth	50	9-Jul	2009	0.0	
10533	CDH Investments, JAFCO Asia, Qiming Venture Partners	eHi Car Rental	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth	20	9-Jul	2009	0.0	
10534	e.ventures	Mapia	CEE & CIS	Commonwealth of Independent States (CIS)	Ukraine	UKR	UA	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Growth		9-Jul	2009	0.0	
10535	Sirius Venture Capital	Transmex Systems International	Asia	Southeast Asia	Singapore	SGP	SG	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	1	9-Jul	2009	0.0	
10536	Matrix Partners	Quikr	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital	4	9-Jul	2009	0.0	
10537	Advent International	Kroton Educacional	Latin America	South America	Brazil	BRA	BR	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	PIPE	141	9-Jul	2009	0.0	1000.0
10538	Mid Europa Partners	UPC Slovenia	CEE & CIS	Central & Eastern Europe (CEE)	Slovenia	SVN	SI	Telecommunications	Telecommunications	Fixed Line Telecommunications	Fixed Line Telecommunications	Diversified Telecommunication Services	N Information	Information	Private Equity	Buyout	168	9-Jul	2009	0.0	
10539	Inventus Capital Partners, Seedfund	Pilani Soft Labs (redBus)	Asia	South Asia	India	IND	IN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth		9-Jul	2009	0.0	
10540	Rio Bravo Investimentos	Perenne Equipamentos e Sistemas de Agua (Perenne)	Latin America	South America	Brazil	BRA	BR	Utilities	Utilities	Gas, Water & Multi-utilities	Water	Water Utilities	C Utilities	Utilities	Private Equity	Growth		9-Jul	2009	0.0	
10541	CITIC Private Equity Funds Management, V-Stone Investments	China UnionPay	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	117	9-Jul	2009	0.0	
10542	Caspian Advisors	Sonata Finance	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		9-Jul	2009	0.0	
10543	Hopu Investment Management	China Mengniu Dairy	Asia	East Asia	China	CHN	CN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	PIPE	236	9-Jul	2009	0.0	289.0
10544	Darby Private Equity	Career Point Infosystems	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	10	9-Jul	2009	0.0	1.221615332
10545	EQ India Advisors	Caravel (Logistics)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth	5	9-Jul	2009	0.0	
10546	New Horizon Capital	Windrace International	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Personal Goods	Footwear	Textiles, Apparel & Luxury Goods	K Textiles, Apparel & Leather	Textiles, Apparel & Leather	Private Equity	Growth	3	9-Jul	2009	0.0	
10547	Emerging Capital Partners (ECP)	Almes	MENA	North Africa	Morocco	MAR	MA	Industrials	Construction & Materials	Construction & Materials	Heavy Construction	Construction & Engineering	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Infrastructure & Real Assets	Growth		9-Jul	2009	0.0	
