	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
10738	Northstar Group	Trikomsel Oke	Asia	Southeast Asia	Indonesia	IDN	ID	Technology	Technology	Technology Hardware & Equipment	Telecommunications Equipment	Technology Hardware, Storage & Peripherals	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		9-Mar	2009	0.0	
10739	LAFISE Investment Management	Industrial Equilab	Latin America	Central America	Costa Rica	CRI	CR	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Nondurable Household Products	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Credit	Mezzanine	1	9-Feb	2009		
10740	Harith General Partners, Rockwood Private Equity	Aldwych	Sub-Saharan Africa	-	Sub-Saharan Africa Regional Investment	SSA		Utilities	Utilities	Electricity	Conventional Electricity	Electric Utilities	V Electric Power	Utilities	Infrastructure & Real Assets	Growth	21	9-Feb	2009	0.0	
10741	Encourage Capital, Cartesian Capital Group	Banco Daycoval	Latin America	South America	Brazil	BRA	BR	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Credit	Mezzanine		9-Feb	2009		
10742	Creation Investments Capital Management	Aspire	Latin America	Central America	Mexico	MEX	MX	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	3	9-Feb	2009	0.0	
10743	Babson Capital Management	Anhui YingLiu Group	Asia	East Asia	China	CHN	CN	Basic Materials	Basic Resources	Industrial Metals & Mining	Iron & Steel	Metals & Mining	I Primary Metals	Primary Metals	Private Credit	Mezzanine	15	9-Feb	2009		
10744	TPG	CIMB Group (Bumiputra-Commerce Holdings)	Asia	Southeast Asia	Malaysia	MYS	MY	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	PIPE	150	9-Feb	2009	0.0	
10745	Delta Partners Capital	ADC	CEE & CIS	Commonwealth of Independent States (CIS)	Armenia	ARM	AM	Telecommunications	Telecommunications	Fixed Line Telecommunications	Fixed Line Telecommunications	Diversified Telecommunication Services	N Information	Information	Private Equity	Growth	6	9-Feb	2009	0.0	
10746	Havenvest Private Equity Middle East	Specialist Services Holdings	MENA	Middle East	United Arab Emirates	ARE	AE	Oil & Gas	Oil & Gas	Oil Equipment, Services & Distribution	Oil Equipment & Services	Energy Equipment & Services	B Oil, Gas and Mining	Oil, Gas and Mining	Private Equity	Buyout		9-Feb	2009	0.0	163.34284630000002
10747	Ventures Holding (IV Holdings)	Content Syndicate	MENA	Middle East	United Arab Emirates	ARE	AE	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		9-Feb	2009	0.0	
10748	Nine Rivers Capital	Pranav Construction Systems	Asia	South Asia	India	IND	IN	Industrials	Construction & Materials	Construction & Materials	Building Materials & Fixtures	Building Products	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Equity	Growth	10	9-Feb	2009	0.0	
10749	New Enterprise Associates (NEA)	ValueFirst Messaging	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Growth	6	9-Feb	2009	0.0	
10750	DFJ DragonFund, Draper Fisher Jurvetson (DFJ), PYJ Management, Tano Capital	AltoBeam Technology Co., Ltd.	Asia	East Asia	China	CHN	CN	Technology	Technology	Technology Hardware & Equipment	Semiconductors	Technology Hardware, Storage & Peripherals	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	8	9-Feb	2009	0.0	
10751	GED Capital	Diamedix Impex SA	CEE & CIS	Central & Eastern Europe (CEE)	Romania	ROU	RO	Health Care	Health Care	Health Care Equipment & Services	Medical Equipment	Health Care Equipment & Supplies	S Health Care	Health Care	Private Equity	Buyout	15	9-Feb	2009	1.0	
10752	Monomoy Capital Partners	Moll Ramos	Latin America	Central America	Mexico	MEX	MX	Basic Materials	Chemicals	Chemicals	Specialty Chemicals	Chemicals	G Chemicals	Chemicals	Private Equity	Buyout		9-Feb	2009	0.0	
10753	LAFISE Investment Management	Desinid Corporation	Latin America	Central America	Costa Rica	CRI	CR	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	1	9-Feb	2009	0.0	1.6
10754	CDH Investments	Beijing Huaqi Information Digital	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Electronic & Electrical Equipment	Electrical Components & Equipment	Electrical Equipment	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		9-Feb	2009	0.0	
10755	Gobi Partners, Oak Investment Partners	Digital Media Group (DMGCL)	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Growth	30	9-Feb	2009	0.0	160.0
10756	Canaan Partners	mCarbon	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		9-Feb	2009	0.0	
10757	ICICI Venture Funds Management, Kotak Investment Advisors	Home Solutions Retail India	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	27	9-Feb	2009	0.0	
10758	JM Financial Group	LIC Housing Finance	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Mortgage Finance	Thrifts & Mortgage Finance	O Finance & Insurance	Finance & Insurance	Private Equity	PIPE	6	9-Feb	2009	0.0	
10759	Holding Varna	Saints Constantine and Helena	CEE & CIS	Central & Eastern Europe (CEE)	Bulgaria	BGR	BG	Consumer Services	Travel & Leisure	Travel & Leisure	Hotels	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Buyout		9-Feb	2009	0.0	
10760	Enterprise Investors	Bio-Profil	CEE & CIS	Central & Eastern Europe (CEE)	Poland	POL	PL	Consumer Goods	Personal & Household Goods	Personal Goods	Personal Products	Textiles, Apparel & Luxury Goods	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	4	9-Feb	2009	0.0	
10761	Helion Venture Partners	Getit Infoservices	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Growth	4	9-Feb	2009	0.0	
10762	Accel Partners	Rx HealthCare Magic	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth	3	9-Feb	2009	0.0	
10763	Spring Capital Asia	Shanghai Insuring Polymer Materials	Asia	East Asia	China	CHN	CN	Industrials	Construction & Materials	Construction & Materials	Building Materials & Fixtures	Building Products	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Equity	Growth	10	9-Feb	2009	0.0	
10764	JAFCO Asia	Si2 Microsystems	Asia	South Asia	India	IND	IN	Technology	Technology	Technology Hardware & Equipment	Telecommunications Equipment	Technology Hardware, Storage & Peripherals	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	13	9-Feb	2009	1.0	
10765	Saffar Capital	John Charcol Middle East	MENA	Middle East	United Arab Emirates	ARE	AE	Financials	Financial Services	Financial Services	Mortgage Finance	Thrifts & Mortgage Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		9-Feb	2009	0.0	
10766	3TS Capital Partners	Investor.bg	CEE & CIS	Central & Eastern Europe (CEE)	Bulgaria	BGR	BG	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	PIPE	2	9-Feb	2009	0.0	
10767	Rockwood Private Equity	Kwikspace Modular Buildings	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Home Construction	Household Durables	D Construction and Real Estate	Construction and Real Estate	Private Equity	Buyout	20	9-Feb	2009	0.0	
10768	Macquarie Infrastructure and Real Assets (MIRA)	ZonesCorp	MENA	Middle East	United Arab Emirates	ARE	AE	Industrials	Construction & Materials	Construction & Materials	Heavy Construction	Construction & Engineering	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Infrastructure & Real Assets	Growth	188	9-Feb	2009	0.0	
10769	Sagitta Group	Cycle Lab	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Buyout		9-Feb	2009	0.0	
10770	The Abraaj Group	Les Ciments du Sahel	Sub-Saharan Africa	West Africa	Senegal	SEN	SN	Industrials	Construction & Materials	Construction & Materials	Building Materials & Fixtures	Building Products	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Equity	Growth	14	9-Feb	2009	1.0	
10771	Paragon Investments	Windhoek Observer	Sub-Saharan Africa	Southern Africa	Namibia	NAM		Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	Buyout		9-Feb	2009	0.0	
10772	AfricInvest, Jacana Partners	Lagray Chemicals	Sub-Saharan Africa	West Africa	Ghana	GHA	GH	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Venture Capital	6	9-Feb	2009	0.0	
10773	ChrysCapital	Zydus Wellness	Asia	South Asia	India	IND	IN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	PIPE		9-Feb	2009	0.0	3.9
10774	IL&FS Investment Managers	DEN Networks	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Growth	4	9-Feb	2009	0.0	5.3
10775	Global Environment Fund (GEF)	Terszol	CEE & CIS	Central & Eastern Europe (CEE)	Hungary	HUN	HU	Industrials	Industrial Goods & Services	Support Services	Waste & Disposal Services	Commercial Services & Supplies	C Utilities	Utilities	Private Equity	Growth		9-Feb	2009	0.0	
10776	TPG	China NT Pharma	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	Food & Drug Retailers	Drug Retailers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	15	9-Feb	2009	0.0	50.5
10777	Kleiner Perkins Caufield & Byers (KPCB)	CE Infosystems (MapMyIndia)	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		9-Feb	2009	0.0	
10778	Horizon Capital	Universalna	CEE & CIS	Commonwealth of Independent States (CIS)	Ukraine	UKR	UA	Financials	Insurance	Nonlife Insurance	Property & Casualty Insurance	Insurance	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		9-Feb	2009	0.0	
10779	The Abraaj Group	Scientific Engineering	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Industrials	Industrial Goods & Services	Electronic & Electrical Equipment	Electronic Equipment	Electrical Equipment	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		9-Jan	2009	1.0	
10780	BanyanTree Finance	Axiom Impex (Axiom Cordages)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Industrial Suppliers	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Credit	Mezzanine	8	9-Jan	2009		
10781	Darby Private Equity	Gangwon Wind Power	Asia	East Asia	South Korea	KOR	KR	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth	26	9-Jan	2009	0.0	
10782	Development Partners International	Eaton Towers	Sub-Saharan Africa	-	Sub-Saharan Africa Regional Investment	SSA		Telecommunications	Telecommunications	Mobile Telecommunications	Mobile Telecommunications	Wireless Telecommunication Services	N Information	Information	Infrastructure & Real Assets	Growth	49	9-Jan	2009	1.0	
10783	NBK Capital Partners	Aras	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Industrials	Industrial Goods & Services	Industrial Transportation	Delivery Services	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Credit	Mezzanine	15	9-Jan	2009		
10784	The Rohatyn Group	Sanitas Pharma	CEE & CIS	Central & Eastern Europe (CEE)	Lithuania	LTU	LT	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Growth	40	9-Jan	2009	1.0	
10785	Centras Capital	Nomad-Bike	CEE & CIS	Commonwealth of Independent States (CIS)	Kazakhstan	KAZ	KZ	Consumer Goods	Personal & Household Goods	Leisure Goods	Recreational Products	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		9-Jan	2009	0.0	
10786	Value4Capital	Konsalnet (Skorpion Security)	CEE & CIS	Central & Eastern Europe (CEE)	Poland	POL	PL	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Buyout		9-Jan	2009	0.0	
10787	Legend Capital	Shanghai La Chapelle Fashion (La Chapelle)	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Personal Goods	Clothing & Accessories	Textiles, Apparel & Luxury Goods	K Textiles, Apparel & Leather	Textiles, Apparel & Leather	Private Equity	Growth	7	9-Jan	2009	0.0	39.30261861
10788	PurpleSky Capital	Shanghai Chubao Information Technology (Chule, Touchpal)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	5	9-Jan	2009	0.0	
10789	Sequoia Capital	Pine Labs	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Buyout	1	9-Jan	2009	0.0	
10790	DT Capital Partners	Mandarin Hotel Holdings (Crystal Orange, Orange Hotel)	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Hotels	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth	20	9-Jan	2009	0.0	
10791	Capitalworks Equity Partners	Cipla Quality Chemical Industries	Sub-Saharan Africa	East Africa	Uganda	UGA	UG	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Growth		9-Jan	2009	0.0	
10792	Brummer & Partners	Rahimafrooz Globatt	Asia	South Asia	Bangladesh	BGD	BD	Consumer Goods	Automobiles & Parts	Automobiles & Parts	Auto Parts	Auto Components	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		9-Jan	2009	1.0	
10793	Tembusu Partners	Cherie Hearts Group International	Asia	Southeast Asia	Singapore	SGP	SG	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Credit	Mezzanine		9-Jan	2009		
10794	Emerging Capital Partners (ECP)	La Nouvelle Societe Interafricaine d'Assurance Participations (NSIA)	Sub-Saharan Africa	West Africa	Cote d'Ivoire	CIV	CI	Financials	Insurance	Nonlife Insurance	Full Line Insurance	Insurance	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		9-Jan	2009	1.0	
10795	Emerging Capital Partners (ECP)	Oragroup	Sub-Saharan Africa	West Africa	Togo	TGO	TG	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		9-Jan	2009	1.0	
10796	Capital Today	Yifeng Pharmacy Chain	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	Food & Drug Retailers	Drug Retailers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	29	9-Jan	2009	1.0	
10797	Brummer & Partners	Rahimafrooz Superstores (Agora)	Asia	South Asia	Bangladesh	BGD	BD	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		9-Jan	2009	1.0	
10798	Bessemer Venture Partners	Applied Solar Technologies	Asia	South Asia	India	IND	IN	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Private Equity	Growth		9-Jan	2009	0.0	
10799	Emerging Capital Partners (ECP)	Thunnus Overseas Group	Sub-Saharan Africa	West Africa	Cote d'Ivoire	CIV	CI	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth		9-Jan	2009	1.0	
10800	New Horizon Capital	Shanghai Hile Bio-Technology	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Health Care Equipment & Services	Medical Supplies	Health Care Equipment & Supplies	S Health Care	Health Care	Private Equity	Growth	8	9-Jan	2009	0.0	
10801	Mint Capital	Tablogix	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth		9-Jan	2009	0.0	
10802	IFCI Venture Capital Funds	Satyam Cinexplexes	Asia	South Asia	India	IND	IN	Consumer Services	Travel & Leisure	Travel & Leisure	Recreational Services	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth	6	9-Jan	2009	0.0	
10803	Harith General Partners	Main One Cable Company	Sub-Saharan Africa	East Africa	Mauritius	MUS	MU	Telecommunications	Telecommunications	Fixed Line Telecommunications	Fixed Line Telecommunications	Diversified Telecommunication Services	N Information	Information	Infrastructure & Real Assets	Growth	30	9-Jan	2009	0.0	
10804	CDH Investments	Syswin	Asia	East Asia	China	CHN	CN	Financials	Real Estate	Real Estate Investment & Services	Real Estate Services	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Growth	31	9-Jan	2009	0.0	
10805	China Renaissance Capital Investment (CRCI)	Dajin Heavy Industry	Asia	East Asia	China	CHN	CN	Industrials	Construction & Materials	Construction & Materials	Heavy Construction	Construction & Engineering	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Equity	Growth	12	9-Jan	2009	0.0	31.3
10806	Millennium Private Equity	Kuwait Energy Company (KEC)	MENA	Middle East	Kuwait	KWT	KW	Oil & Gas	Oil & Gas	Oil & Gas Producers	Exploration & Production	Energy Equipment & Services	B Oil, Gas and Mining	Oil, Gas and Mining	Infrastructure & Real Assets	Growth	25	9-Jan	2009	0.0	
10807	Orchid Asia Group Management	iPanel Technologies	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	37	9-Jan	2009	0.0	
10808	India Venture Advisors (IVA)	Sri Kavery Medical Care	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth	18	9-Jan	2009	0.0	
10809	Millennium Private Equity	S Tel	Asia	South Asia	India	IND	IN	Telecommunications	Telecommunications	Mobile Telecommunications	Mobile Telecommunications	Wireless Telecommunication Services	N Information	Information	Private Equity	Growth		9-Jan	2009	0.0	
10810	Northern Light Venture Capital (NLVC)	Nurien Software	Asia	East Asia	South Korea	KOR	KR	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital	10	9-Jan	2009	0.0	
10811	GSR Ventures	iLemon Group	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	3	9-Jan	2009	0.0	
10812	Helion Venture Partners	Global Talent Track	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		9-Jan	2009	0.0	
10813	Lighthouse Funds	Radiant Hospitality	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		9-Jan	2009	0.0	2.472836269
10814	NVL Private Equity and Investment	Bogdan	CEE & CIS	Commonwealth of Independent States (CIS)	Ukraine	UKR	UA	Consumer Goods	Automobiles & Parts	Automobiles & Parts	Automobiles	Automobiles	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	20	9-Jan	2009	0.0	
10815	Highland Capital Partners, Ventech	Viva (Beijing Viva Information Technology Co., Ltd.)	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital	10	9-Jan	2009	1.0	
10816	Asia Mezzanine Capital Group	Anhui YingLiu Group	Asia	East Asia	China	CHN	CN	Basic Materials	Basic Resources	Industrial Metals & Mining	Iron & Steel	Metals & Mining	I Primary Metals	Primary Metals	Private Equity	Growth	40	9-Jan	2009	1.0	101.0
10817	Capital Today, Bull Capital Partners	JD.com	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	21	9-Jan	2009	1.0	564.7
10818	Hopu Investment Management	Bank of China	Asia	East Asia	China	CHN	CN	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	PIPE	375	9-Jan	2009	0.0	
10819	Royalton Partners	ACTIV	CEE & CIS	Central & Eastern Europe (CEE)	Czech Republic	CZE	CZ	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Infrastructure & Real Assets	Buyout		9-Jan	2009	0.0	
10820	Norwest Venture Partners (NVP)	Appnomic Systems	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	4	9-Jan	2009	0.0	
10821	Infinity Group, Kleiner Perkins Caufield & Byers (KPCB)	Chiral Quest	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Growth	13	9-Jan	2009	0.0	
10822	Alta Growth Capital	Amerimed	Latin America	Central America	Mexico	MEX	MX	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth		9-Jan	2009	1.0	
10823	The Abraaj Group	Grupo redIT	Latin America	Central America	Mexico	MEX	MX	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		9-Jan	2009	0.0	12.2
10824	PPF Partners	Eldorado	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Buyout		9-Jan	2009	0.0	
10825	Emerging Capital Partners (ECP)	BACIM Bank	Sub-Saharan Africa	West Africa	Mauritania	MRT	MR	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	Buyout		9-Jan	2009	0.0	
10826	JAFCO Asia, Sequoia Capital	ApnaPaisa	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		9-Jan	2009	0.0	
10827	MPM Capital	TaiGen Biotechnology	Asia	East Asia	Taiwan	TWN	TW	Health Care	Health Care	Pharmaceuticals & Biotechnology	Biotechnology	Biotechnology	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	37	9-Jan	2009	0.0	
10828	Svarog Capital Advisors	Ostankinsky Meat Processing Plant OAO	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	19	9-Jan	2009	0.0	
10829	Cartesian Capital Group	Faculdade Mauricio de Nassau (FMN)	Latin America	South America	Brazil	BRA	BR	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		9-Jan	2009	0.0	
10830	FE Global Clean Energy Group	Soham Renewable Energy	Asia	South Asia	India	IND	IN	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth	19	9-Jan	2009	1.0	
10831	Genex Exim Venture	Swan Telecom	Asia	South Asia	India	IND	IN	Telecommunications	Telecommunications	Mobile Telecommunications	Mobile Telecommunications	Wireless Telecommunication Services	N Information	Information	Private Equity	Growth	78	9-Jan	2009	0.0	
10832	Northstar Group	Sumber Alfaria Trijaya	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	36	9-Jan	2009	0.0	50.0
10833	Assetswise Capital	Seric Impianti International	Sub-Saharan Africa	West Africa	Nigeria	NGA	NG	Industrials	Industrial Goods & Services	Support Services	Waste & Disposal Services	Commercial Services & Supplies	C Utilities	Utilities	Private Equity	Growth	3	9-Jan	2009	0.0	
10834	The Abraaj Group	Brookside Dairy	Sub-Saharan Africa	East Africa	Kenya	KEN	KE	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	19	9-Jan	2009	1.0	
10835	BlueRun Ventures	Falcon View Technology (Ganji.com)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Growth	6	9-Jan	2009	0.0	
10836	Shenzhen Cowin Venture Capital	Liao Ning Oxiranchem	Asia	East Asia	China	CHN	CN	Basic Materials	Chemicals	Chemicals	Specialty Chemicals	Chemicals	G Chemicals	Chemicals	Private Equity	Venture Capital	5	9-Jan	2009	0.0	
10837	Clearwater Capital Partners, Leaf Capital	Cibapac (formerly LINPAC Packaging)	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Industrials	Industrial Goods & Services	General Industrials	Containers & Packaging	Containers & Packaging	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout	24	9-Jan	2009	0.0	
10838	Gulf Capital	Ma'arif	MENA	Middle East	Saudi Arabia	SAU	SA	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		9-Jan	2009	0.0	
10839	Valiant Capital Management	Spandana Sphoorty Innovative Financial Services	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	22	9-Jan	2009	1.0	
