	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
2467	Voxtra	Brioche	Sub-Saharan Africa	East Africa	Rwanda	RWA	RW	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	1	16-Jan	2016	0.0	
2468	KK Fund, 500 Startups	Bfab	Asia	Southeast Asia	Malaysia	MYS	MY	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Jan	2016	0.0	
2469	500 Startups	Time Ahead (My Child App)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	0.1	16-Jan	2016	0.0	
2470	Global Founders Capital	Qlapa	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Jan	2016	0.0	
2471	500 Startups	Day2Life	Asia	East Asia	South Korea	KOR	KR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	0.1	16-Jan	2016	0.0	
2472	Wavemaker Partners	Snapcart	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	2	16-Jan	2016	0.0	
2473	Sequoia Capital	B9 Beverages (Bira 91)	Asia	South Asia	India	IND	IN	Consumer Goods	Food & Beverage	Beverages	Brewers	Beverages	F Food & Beverages	Food & Beverages	Private Equity	Venture Capital	6	16-Jan	2016	0.0	
2474	21 Partners	Wojcik	CEE & CIS	Central & Eastern Europe (CEE)	Poland	POL	PL	Consumer Goods	Personal & Household Goods	Personal Goods	Clothing & Accessories	Textiles, Apparel & Luxury Goods	K Textiles, Apparel & Leather	Textiles, Apparel & Leather	Private Equity	Buyout		16-Jan	2016	1.0	
2475	Southern Cross Group	Even Telecom	Latin America	Central America	Mexico	MEX	MX	Telecommunications	Telecommunications	Mobile Telecommunications	Mobile Telecommunications	Wireless Telecommunication Services	N Information	Information	Private Equity	Buyout		16-Jan	2016	0.0	
2476	Old Mutual Alternative Investments	In2Food	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth		16-Jan	2016	0.0	
2477	Matrix Partners, Zhenfund	Shenqibuy	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	3	16-Jan	2016	0.0	
2478	Southern Cross Group	Ecoser	Latin America	South America	Chile	CHL	CL	Industrials	Industrial Goods & Services	Support Services	Waste & Disposal Services	Commercial Services & Supplies	C Utilities	Utilities	Private Equity	Buyout		16-Jan	2016	0.0	
2479	Shenzhen Green Pine Capital Partners	Bigger	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	5	16-Jan	2016	0.0	
2480	PAG	PAG Zhejiang NPL Portfolio	Asia	East Asia	China	CHN	CN	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Credit	Debt		16-Jan	2016		
2481	Lone Star Funds	Lone Star China NPL Portfolio 2	Asia	East Asia	China	CHN	CN	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Credit	Debt		16-Jan	2016		
2482	Baring Private Equity India	Homevista Decor and Furnishing (HomeLane)	Asia	South Asia	India	IND	IN	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Furnishings	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	3	16-Jan	2016	0.0	
2483	Lone Star Funds	Lone Star China NPL Portfolio 1	Asia	East Asia	China	CHN	CN	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Credit	Debt		16-Jan	2016		
2484	Morningside Ventures, Sinovation Ventures, Source Code Capital	Zhirong Group (Yongqianbao)	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		16-Jan	2016	0.0	
2485	CMC Capital Partners	Kuai Shou	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Venture Capital		16-Jan	2016	0.0	
2486	Sinovation Ventures	YeeCall	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	10	16-Jan	2016	0.0	
2487	Banyan Capital	Geek+	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Industrial Engineering	Industrial Machinery	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		16-Jan	2016	0.0	
2488	IDG Capital Partners (IDGVC), Morningside Ventures	Xiaolu Yiguan	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	Food & Drug Retailers	Drug Retailers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Jan	2016	0.0	
2489	Argentil Capital Management	First Modular Gas Systems	Sub-Saharan Africa	West Africa	Nigeria	NGA	NG	Oil & Gas	Oil & Gas	Oil & Gas Producers	Integrated Oil & Gas	Oil, Gas & Consumable Fuels	B Oil, Gas and Mining	Oil, Gas and Mining	Private Equity	Growth		16-Jan	2016	0.0	
2490	Eastern Bell Venture Capital	Baturu Technology	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Jan	2016	0.0	
2491	Hahn & Company	Ssangyong Cement Industrial	Asia	East Asia	South Korea	KOR	KR	Industrials	Construction & Materials	Construction & Materials	Building Materials & Fixtures	Building Products	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Equity	Buyout	596	16-Jan	2016	0.0	
2492	GGV Capital	Xiao Hong Chun (Little Red Lip)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Jan	2016	0.0	
2493	Sequoia Capital, Zhenfund	5Lmeet	Asia	East Asia	China	CHN	CN	Financials	Real Estate	Real Estate Investment & Services	Real Estate Holding & Development	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Venture Capital		16-Jan	2016	0.0	
2494	Warburg Pincus	Apteki Gemini	CEE & CIS	Central & Eastern Europe (CEE)	Poland	POL	PL	Consumer Services	Retail	Food & Drug Retailers	Drug Retailers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		16-Jan	2016	0.0	
2495	General Atlantic	IIFL Wealth Management	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Asset Managers	Capital Markets	P Collective Investment Vehicles	Collective Investment Vehicles	Private Equity	PIPE	169	16-Jan	2016	0.0	
2496	The Blackstone Group	IBS Software Services	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		16-Jan	2016	0.0	
2497	Baltcap Management	EKT	CEE & CIS	Central & Eastern Europe (CEE)	Estonia	EST	EE	Industrials	Industrial Goods & Services	Support Services	Waste & Disposal Services	Commercial Services & Supplies	C Utilities	Utilities	Private Equity	Buyout		16-Jan	2016	0.0	
2498	Baltcap Management	Fitek (OpusCapita Baltics)	CEE & CIS	Central & Eastern Europe (CEE)	Estonia	EST	EE	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Buyout		16-Jan	2016	0.0	
2499	Unicorn India Ventures Advisors	Pharmarack	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	0.3	16-Jan	2016	0.0	
2500	Sequoia Capital, DST Global	New Dada	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Industrial Transportation	Delivery Services	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Venture Capital		16-Jan	2016	0.0	
2501	Unicorn India Ventures Advisors	VanityCube	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	0.3	16-Jan	2016	0.0	
2502	The Carlyle Group	Zhongmei Healthcare Group	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth	64	16-Jan	2016	0.0	
2503	Baltcap Management	Uprent	CEE & CIS	Central & Eastern Europe (CEE)	Central & Eastern Europe (CEE) Regional Investment	ECA		Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Buyout		16-Jan	2016	0.0	
2504	IDG Capital Partners (IDGVC)	Songxiaocai.com	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Industrial Suppliers	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Jan	2016	0.0	
2505	Ascent Africa	African Queen	Sub-Saharan Africa	East Africa	Uganda	UGA	UG	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth		16-Jan	2016	0.0	
2506	Matrix Partners, Nexus Venture Partners	Inasra Technologies (Stayzilla.com)	Asia	South Asia	India	IND	IN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	14	16-Jan	2016	0.0	
2507	Alta Ventures Mexico	Ondore	Latin America	Central America	Mexico	MEX	MX	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	0.2	15-Dec	2015	1.0	
2508	Scale Capital	Zyght	Latin America	South America	Chile	CHL	CL	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Dec	2015	0.0	
2509	Scale Capital	Kuapay	Latin America	South America	Chile	CHL	CL	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Dec	2015	0.0	
2510	Shenzhen Capital Group (SCGC)	Micro Bit (Shanghai) Network Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Technology Hardware & Equipment	Computer Hardware	Technology Hardware, Storage & Peripherals	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		15-Dec	2015	0.0	
2511	Shenzhen Capital Group (SCGC)	Yicheng Common Pharmaceutical	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Growth		15-Dec	2015	0.0	
2512	Shenzhen Capital Group (SCGC)	Shenzhen Kang Shibo Industrial	Asia	East Asia	China	CHN	CN	Consumer Goods	Automobiles & Parts	Automobiles & Parts	Auto Parts	Auto Components	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		15-Dec	2015	0.0	
2513	Shenzhen Capital Group (SCGC)	Beijing Micro Roadshow	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		15-Dec	2015	0.0	
2514	Shenzhen Capital Group (SCGC)	Dalian Boen Tan Technology	Asia	East Asia	China	CHN	CN	Basic Materials	Chemicals	Chemicals	Specialty Chemicals	Chemicals	G Chemicals	Chemicals	Private Equity	Growth		15-Dec	2015	0.0	
2515	Shenzhen Capital Group (SCGC)	Shuibei Culture Media (Shenzhen)	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Growth		15-Dec	2015	0.0	
2516	Shenzhen Capital Group (SCGC)	Shenzhen Jiaxin Information Technology	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Recreational Products	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		15-Dec	2015	0.0	
2517	Shenzhen Capital Group (SCGC)	Zhejiang Cloud Lai Network Technology	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		15-Dec	2015	0.0	
2518	Shenzhen Capital Group (SCGC)	Guangzhou Hai Zi Network Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		15-Dec	2015	0.0	
2519	Shenzhen Capital Group (SCGC)	European Agricultural Science and Technology	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		15-Dec	2015	0.0	
2520	Shenzhen Capital Group (SCGC)	Duo Bao (Beijing) Technology	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		15-Dec	2015	0.0	
2521	Shenzhen Capital Group (SCGC)	Wuhan Ning US Internet Technology	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		15-Dec	2015	0.0	
2522	Blume Ventures	Dunzo Digital	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	15-Dec	2015	0.0	
2523	Blume Ventures	Smallcase	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Investment Services	Capital Markets	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		15-Dec	2015	0.0	
2524	Shenzhen Capital Group (SCGC)	Guangdong Jiahe Acoustic Technology	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Consumer Electronics	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		15-Dec	2015	0.0	
2525	QF Capital (Qifu Capital)	Wangcl.com	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Personal Goods	Clothing & Accessories	Textiles, Apparel & Luxury Goods	K Textiles, Apparel & Leather	Textiles, Apparel & Leather	Private Equity	Venture Capital		15-Dec	2015	0.0	
2526	Shenzhen Capital Group (SCGC)	SOCA Xiamen Urban Construction Landscape	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		15-Dec	2015	0.0	
2527	Equis	Bioeq	Asia	Southeast Asia	Philippines	PHL	PH	Oil & Gas	Oil & Gas	Alternative Energy	Alternative Fuels	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth		15-Dec	2015	0.0	
2528	The Blackstone Group	Intelenet Global	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Buyout	371	15-Dec	2015	0.0	634.0
2529	Ivy Capital, Lightspeed Venture Partners	i-EVER	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	Venture Capital	5	15-Dec	2015	0.0	
2530	Banyan Capital, IDG Capital Partners (IDGVC)	AIMI Network Technology (Yqphh.com)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Dec	2015	0.0	
2531	Life.SREDA, 500 Startups	Ayannah	Asia	Southeast Asia	Philippines	PHL	PH	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	3	15-Dec	2015	0.0	
2532	IDG Capital Partners (IDGVC), China Growth Capital	Sobot Technologies	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	5	15-Dec	2015	0.0	
2533	Sequoia Capital	MobiKwik	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	3	15-Dec	2015	0.0	
2534	Ameba Capital	Fancy Education	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Dec	2015	0.0	
2535	Frontline Strategy	Patel Integrated Logistics	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Transportation	Delivery Services	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	PIPE	3	15-Dec	2015	0.0	
2536	Q Capital Partners	Youngpoong Paper	Asia	East Asia	South Korea	KOR	KR	Basic Materials	Basic Resources	Forestry & Paper	Paper	Paper & Forest Products	J Pulp & Paper	Pulp & Paper	Private Equity	Buyout	56	15-Dec	2015	0.0	
2537	Multiples Alternate Asset Management	Vastu Housing Finance	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Mortgage Finance	Thrifts & Mortgage Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Buyout	12	15-Dec	2015	1.0	
2538	CMIA Capital Partners	Ding Ji International	Asia	East Asia	China	CHN	CN	Consumer Goods	Food & Beverage	Beverages	Soft Drinks	Beverages	F Food & Beverages	Food & Beverages	Private Equity	Growth	15	15-Dec	2015	1.0	
2539	AfricInvest	One Tech	MENA	North Africa	Tunisia	TUN	TN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	18	15-Dec	2015	1.0	
2540	China Broadband Capital (CBC), Redpoint Ventures	Beijing Shengxin Network Technology (Qingteng Cloud Security)	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	9	15-Dec	2015	0.0	
2541	SAIF Partners	Unbox Technologies	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	15-Dec	2015	0.0	
2542	American Capital Energy & Infrastructure (ACEI), African Infrastructure Investment Managers (AIIM), ARM-Harith Infrastructure Investment	Azura-Edo Independent Power Project	Sub-Saharan Africa	West Africa	Nigeria	NGA	NG	Utilities	Utilities	Electricity	Conventional Electricity	Electric Utilities	V Electric Power	Utilities	Infrastructure & Real Assets	Growth	190	15-Dec	2015	1.0	
2543	Faering Capital	KOOH Sports	Asia	South Asia	India	IND	IN	Consumer Services	Travel & Leisure	Travel & Leisure	Recreational Services	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth	2	15-Dec	2015	0.0	
2544	True North (formerly IVFA)	Kids Clinic India (Cloudnine)	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth	60	15-Dec	2015	0.0	
2545	Morningside Ventures, NewMargin Ventures	Crazy CDN	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	10	15-Dec	2015	0.0	
2546	Exfinity Venture Partners, Patamar Capital (formerly Unitus Impact)	Sabonka Technologies (Shotang)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	5	15-Dec	2015	0.0	
2547	Creador	7-Eleven Malaysia	Asia	Southeast Asia	Malaysia	MYS	MY	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	PIPE	27	15-Dec	2015	0.0	
2548	SAIF Partners	Shenzhen JiWu Network Technology	Asia	East Asia	China	CHN	CN	Financials	Real Estate	Real Estate Investment & Services	Real Estate Services	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Venture Capital		15-Dec	2015	0.0	
2549	Blume Ventures	Mech Mocha Game Studios	Asia	South Asia	India	IND	IN	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	1	15-Dec	2015	0.0	
2550	CVC Capital Partners	Softex Indonesia	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Nondurable Household Products	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		15-Dec	2015	0.0	
2551	KKR	Joulon	MENA	Middle East	United Arab Emirates	ARE	AE	Oil & Gas	Oil & Gas	Oil Equipment, Services & Distribution	Oil Equipment & Services	Energy Equipment & Services	B Oil, Gas and Mining	Oil, Gas and Mining	Private Equity	Growth		15-Dec	2015	0.0	
2552	One Thousand & One Voices (1K1V)	Beefmaster Holdings	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth		15-Dec	2015	0.0	
2553	AppWorks Ventures	Fashion Subject	Asia	East Asia	Taiwan	TWN	TW	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital		15-Dec	2015	0.0	
2554	YourNest Angel Fund	Arya.ai	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	15-Dec	2015	0.0	
2555	Carpediem Capital Partners	Adinath Agro Processed Foods	Asia	South Asia	India	IND	IN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth		15-Dec	2015	0.0	
2556	Invest Tech Investimentos e Participacoes	E-Construmarket Tecnologie e Servicios	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	3	15-Dec	2015	0.0	
2557	AfricInvest	MicroCred Mali	Sub-Saharan Africa	West Africa	Mali	MLI	ML	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	3	15-Dec	2015	0.0	
2558	AppWorks Ventures	Fast Retain	Asia	East Asia	Taiwan	TWN	TW	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	15-Dec	2015	0.0	
2559	Aqua Capital	Aquafeed	Latin America	South America	Brazil	BRA	BR	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Buyout		15-Dec	2015	0.0	
2560	Wamda Capital	The Luxury Closet	MENA	Middle East	United Arab Emirates	ARE	AE	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	15-Dec	2015	1.0	
2561	Kalaari Capital	Ubiquitous Foods (Ovenfresh)	Asia	South Asia	India	IND	IN	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	4	15-Dec	2015	0.0	
2562	500 Startups	PurelyB	Asia	Southeast Asia	Malaysia	MYS	MY	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	15-Dec	2015	0.0	
2563	Quadria Capital Investment Management	Asian Institute of Gastroenterology	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth	40	15-Dec	2015	1.0	
2564	Practica Capital	East West Agro	CEE & CIS	Central & Eastern Europe (CEE)	Lithuania	LTU	LT	Industrials	Industrial Goods & Services	Industrial Engineering	Commercial Vehicles & Trucks	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	2	15-Dec	2015	0.0	
2565	New Forests Asset Management	Hutan Ketapang Industri	Asia	Southeast Asia	Indonesia	IDN	ID	Basic Materials	Basic Resources	Forestry & Paper	Forestry	Paper & Forest Products	A Agriculture and Forestry	Agriculture & Forestry	Infrastructure & Real Assets	Growth	19	15-Dec	2015	0.0	
2566	Investisseurs & Partenaires (I&P)	Tincy Boulangerie	Sub-Saharan Africa	West Africa	Benin	BEN	BJ	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth		15-Dec	2015	0.0	
2567	Shenzhen Green Pine Capital Partners	Shanghai Galaxy Game Entertainment	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		15-Dec	2015	0.0	
2568	Sequoia Capital	Beijing Youtejie Information Technology (Rizhiyi.com)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	9	15-Dec	2015	0.0	
