	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
2100	Keytone Ventures	Beijing Sharkpark Education Technology	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Apr	2016	0.0	
2101	Adobe Capital	Habvita	Latin America	Central America	Mexico	MEX	MX	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Home Construction	Household Durables	D Construction and Real Estate	Construction and Real Estate	Private Credit	Mezzanine	1	16-Apr	2016		
2102	Blume Ventures, Iron Pillar Capital Management	NowFloats	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	9	16-Apr	2016	0.0	
2103	Shenzhen Green Pine Capital Partners	VisionStar Information Technology (EasyAR SDK)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	6	16-Apr	2016	0.0	
2104	Everstone Capital	Modern Food	Asia	South Asia	India	IND	IN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Buyout	38	16-Apr	2016	1.0	
2105	Helios Investment Partners	Crown Agents Bank and Crown Agents Investment Management	Pan-Emerging Markets	-	Pan-Emerging Markets			Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	Buyout		16-Apr	2016	1.0	
2106	Linzor Capital Partners	GE Mexico Equipment Lending and Leasing Platform	Latin America	Central America	Mexico	MEX	MX	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Buyout		16-Mar	2016	0.0	
2107	Motilal Oswal Private Equity	Indian Energy Exchange (IEX)	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Investment Services	Capital Markets	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	15	16-Mar	2016	1.0	42.28549023
2108	Global Founders Capital	InstaReM	Asia	Southeast Asia	Singapore	SGP	SG	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	5	16-Mar	2016	0.0	
2109	CITIC Private Equity Funds Management	New Journey Hospital Group	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth		16-Mar	2016	0.0	41.2
2110	BPM Capital	MarkIT	CEE & CIS	Central & Eastern Europe (CEE)	Estonia	EST	EE	Industrials	Industrial Goods & Services	Support Services	Industrial Suppliers	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Credit	Mezzanine		16-Mar	2016		
2111	Andreessen Horowitz	Branch	Sub-Saharan Africa	East Africa	Kenya	KEN	KE	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	10	16-Mar	2016	0.0	
2112	NBK Capital Partners	Amo Hamza	MENA	Middle East	Saudi Arabia	SAU	SA	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth		16-Mar	2016	0.0	
2113	BlackPeak Capital	Software Group	CEE & CIS	Central & Eastern Europe (CEE)	Bulgaria	BGR	BG	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	3	16-Mar	2016	0.0	
2114	The Carlyle Group	Tempo Participacoes	Latin America	South America	Brazil	BRA	BR	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	PIPE	65	16-Mar	2016	0.0	23.19439469
2115	Mediterrania Capital Partners	Cieptal Cars	MENA	North Africa	Algeria	DZA	DZ	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth		16-Mar	2016	1.0	
2116	The Carlyle Group	Nuevo Mundo Viajes	Latin America	South America	Peru	PER	PE	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Buyout		16-Mar	2016	0.0	
2117	Mandala Capital	Jain Irrigation Systems	Asia	South Asia	India	IND	IN	Industrials	Construction & Materials	Construction & Materials	Building Materials & Fixtures	Building Products	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Equity	PIPE	61	16-Mar	2016	0.0	51.43630579
2118	I Squared Capital	Madhucon Agra-Jaipur Expressways	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Infrastructure & Real Assets	Buyout	37	16-Mar	2016	0.0	
2119	Sequoia Capital	Guazi.com	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		16-Mar	2016	0.0	
2120	Northern Light Venture Capital (NLVC), Joy Capital (Yuyue Capital)	Beijing Science and Technology Development (Haozu.com)	Asia	East Asia	China	CHN	CN	Financials	Real Estate	Real Estate Investment & Services	Real Estate Services	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Venture Capital	39	16-Mar	2016	0.0	
2121	SoftBank Ventures Korea (SBVK)	TomoCube	Asia	East Asia	South Korea	KOR	KR	Health Care	Health Care	Health Care Equipment & Services	Medical Equipment	Health Care Equipment & Supplies	S Health Care	Health Care	Private Equity	Venture Capital	2	16-Mar	2016	0.0	
2122	CDH Investments	Beijing Xianlife E-Commerce	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	10	16-Mar	2016	0.0	
2123	Aavishkaar Venture Management	Vana Vidyut	Asia	South Asia	India	IND	IN	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth	1	16-Mar	2016	0.0	
2124	Ameba Capital, CITIC Capital Partners, QF Capital (Qifu Capital)	Taoshihui (The Wisdom Store)	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Industrial Suppliers	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	46	16-Mar	2016	0.0	
2125	Goldman Sachs Merchant Banking Division (MBD)	Venus Medtech	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Health Care Equipment & Services	Medical Equipment	Health Care Equipment & Supplies	S Health Care	Health Care	Private Equity	Growth	37	16-Mar	2016	0.0	
2126	Capital Today	Urfresh.cn	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Industrial Transportation	Delivery Services	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Venture Capital	30	16-Mar	2016	0.0	
2127	Abris Capital Partners	CargoUnit (formerly Industrial Division)	CEE & CIS	Central & Eastern Europe (CEE)	Poland	POL	PL	Industrials	Industrial Goods & Services	Industrial Transportation	Railroads	Road & Rail	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Buyout		16-Mar	2016	0.0	
2128	YourNest Angel Fund	Innotarget Fashalot Retails	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital		16-Mar	2016	0.0	
2129	CDH Investments	Wuhan Shanghui Technology	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Growth	23	16-Mar	2016	1.0	
2130	Mountain Nazca	Luuna	Latin America	Central America	Mexico	MEX	MX	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Durable Household Products	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	1	16-Mar	2016	0.0	
2131	SAIF Partners	Fiem Industries	Asia	South Asia	India	IND	IN	Consumer Goods	Automobiles & Parts	Automobiles & Parts	Auto Parts	Auto Components	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	PIPE	2	16-Mar	2016	0.0	
2132	KKR	Yiguo	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		16-Mar	2016	0.0	
2133	Lok Capital, Caspian Advisors	Veritas Finance	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	4	16-Mar	2016	1.0	
2134	Velum Ventures	OFI	Latin America	South America	Colombia	COL	CO	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Mar	2016	0.0	
2135	AfricInvest	Silafrica Plastics and Packaging International	Sub-Saharan Africa	East Africa	Tanzania	TZA	TZ	Industrials	Industrial Goods & Services	General Industrials	Containers & Packaging	Containers & Packaging	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	15	16-Mar	2016	1.0	
2136	Qiming Venture Partners	Lagou.com	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Mar	2016	0.0	
2137	Lightspeed Venture Partners, F&H Fund Management	DaoCloud	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	10	16-Mar	2016	0.0	
2138	Lilly Asia Ventures	Milliin Enterprises	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Health Care Equipment & Services	Medical Equipment	Health Care Equipment & Supplies	S Health Care	Health Care	Private Equity	Venture Capital		16-Mar	2016	0.0	
2139	Matrix Partners	GaiaWorks	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	2	16-Mar	2016	0.0	
2140	Shenzhen Capital Group (SCGC), China Growth Capital	Dinghuo123	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	10	16-Mar	2016	0.0	
2141	Sequoia Capital	GeeTest	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital	24	16-Mar	2016	0.0	
2142	DCM, IDG Capital Partners (IDGVC)	Huixiaoer	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	10	16-Mar	2016	0.0	
2143	Matrix Partners	Hunan Tuliu Information	Asia	East Asia	China	CHN	CN	Financials	Real Estate	Real Estate Investment & Services	Real Estate Services	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Growth		16-Mar	2016	0.0	
2144	Matrix Partners, Shenzhen Capital Group (SCGC)	Wuhu Mofang (Mofang.com)	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	10	16-Mar	2016	0.0	
2145	Inseed Investimentos	Tbit	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	16-Mar	2016	0.0	
2146	NewMargin Ventures	Travelzen	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth		16-Mar	2016	0.0	
2147	Vision Knight Capital Partners	ezbuy (Ching International Service)	Asia	Southeast Asia	Singapore	SGP	SG	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	20	16-Mar	2016	0.0	
2148	Cathay Capital Private Equity	Ifchange	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Mar	2016	0.0	
2149	Sequoia Capital	Byju’s Classes	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Mar	2016	0.0	
2150	The Abraaj Group, Ascent Capital India, Bessemer Venture Partners, Helion Venture Partners	SuperMarket Grocery Supplies (BigBasket.com)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		16-Mar	2016	0.0	
2151	500 Startups	Ad Victoriam Ventures (StalkBuyLove)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Mar	2016	0.0	
2152	Aqua Capital	Yes	Latin America	South America	Brazil	BRA	BR	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Buyout	11	16-Mar	2016	0.0	
2153	Shenzhen CDF-Capital	Huize Insurance (Hzins.com)	Asia	East Asia	China	CHN	CN	Financials	Insurance	Nonlife Insurance	Insurance Brokers	Insurance	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		16-Mar	2016	0.0	
