	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
6375	Gaja Capital Partners	EuroKids	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	8	13-Jul	2013	0.0	
6376	Baring Private Equity India	Balmer Lawrie Investments	Asia	South Asia	India	IND	IN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	PIPE		13-Jul	2013	0.0	
6377	Confrapar	Easy Food	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	13-Jul	2013	0.0	
6378	Qiming Venture Partners	Beijing Hortor Soft	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	3	13-Jul	2013	0.0	
6379	SAIF Partners	Womai	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	10	13-Jul	2013	0.0	
6380	Capital Today	LifeVC	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Durable Household Products	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	30	13-Jul	2013	0.0	
6381	Capital Today	Home Original Chicken	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth	21	13-Jul	2013	0.0	
6382	Multiples Alternate Asset Management	Vikram Hospital	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Buyout	13	13-Jul	2013	0.0	15.1
6383	Baring Private Equity India	Vardhman Holdings	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	PIPE		13-Jul	2013	0.0	
6384	GSR Ventures, Atomico	iBoxpay International	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	10	13-Jul	2013	0.0	
6385	Aberdare Ventures	ePharma	Latin America	South America	Brazil	BRA	BR	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		13-Jul	2013	0.0	
6386	Seaya Ventures	SinDelantal.Mx	Latin America	Central America	Mexico	MEX	MX	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	3	13-Jul	2013	0.0	
6387	Quadria Capital Investment Management	Capricorn Food Products	Asia	South Asia	India	IND	IN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	10	13-Jul	2013	0.0	
6388	Ashmore Investment Management	Diacorsas	Latin America	South America	Colombia	COL	CO	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Credit	Debt	12	13-Jul	2013		
6389	CLSA Capital Partners	Luminous Water Technologies (LWT) (Livpure)	Asia	South Asia	India	IND	IN	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Nondurable Household Products	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	9	13-Jul	2013	0.0	
6390	The Abraaj Group	Plastic Electromechanic Company (PEC)	MENA	North Africa	Tunisia	TUN	TN	Basic Materials	Chemicals	Chemicals	Specialty Chemicals	Chemicals	G Chemicals	Chemicals	Private Equity	Growth		13-Jul	2013	0.0	
6391	TPG	Proconco (Masan Agriculture)	Asia	Southeast Asia	Vietnam	VNM	VN	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Growth	50	13-Jul	2013	0.0	
6392	IMM Private Equity	Hollys F&B	Asia	East Asia	South Korea	KOR	KR	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Buyout	87	13-Jul	2013	0.0	34.084612
6393	Rockstead Capital Group	clickTRUE	Asia	Southeast Asia	Singapore	SGP	SG	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital		13-Jul	2013	0.0	
6394	BTG Pactual	Brasil Telecom Cabos Submarinos (GlobeNet)	Latin America	South America	Brazil	BRA	BR	Telecommunications	Telecommunications	Fixed Line Telecommunications	Fixed Line Telecommunications	Diversified Telecommunication Services	N Information	Information	Infrastructure & Real Assets	Buyout	768	13-Jul	2013	0.0	
6395	Kleiner Perkins Caufield & Byers (KPCB)	Chiral Quest	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Venture Capital	23	13-Jul	2013	0.0	
6396	Rabo Equity Advisors	National Collateral Management Services (NCMSL)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	General Industrials	Diversified Industrials	Industrial Conglomerates	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	4	13-Jul	2013	1.0	
6397	212 Capital Partners	Evim.net	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	5	13-Jul	2013	0.0	
6398	H.I.G. Capital	Creme Mel Sorvetes	Latin America	South America	Brazil	BRA	BR	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth		13-Jul	2013	0.0	
6399	Accel Partners, Inventus Capital Partners, Kalaari Capital	BEBB India (Power2SME)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	6	13-Jul	2013	0.0	
6400	Baring Private Equity India	Vardhman Textiles	Asia	South Asia	India	IND	IN	Consumer Goods	Personal & Household Goods	Personal Goods	Clothing & Accessories	Textiles, Apparel & Luxury Goods	K Textiles, Apparel & Leather	Textiles, Apparel & Leather	Private Equity	PIPE	5	13-Jul	2013	0.0	11.5
6401	Practica Capital	ImpressPages	CEE & CIS	Central & Eastern Europe (CEE)	Lithuania	LTU	LT	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	0.3	13-Jul	2013	0.0	
6402	Da Vinci Capital Management	First Collection Bureau (PKB)	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		13-Jul	2013	0.0	
6403	Kleiner Perkins Caufield & Byers (KPCB)	Renren Headhunting	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		13-Jul	2013	0.0	
6404	Tata Capital Private Equity	Vaultize	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		13-Jul	2013	0.0	
6405	Tata Capital Private Equity	Pluss Polymers	Asia	South Asia	India	IND	IN	Basic Materials	Chemicals	Chemicals	Commodity Chemicals	Chemicals	G Chemicals	Chemicals	Private Equity	Growth	3	13-Jul	2013	0.0	
6406	IDG Capital Partners (IDGVC)	Baifendian Information Technology	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	10	13-Jul	2013	0.0	
6407	Matrix Partners	Wuhu Mofang (Mofang.com)	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	5	13-Jul	2013	0.0	
6408	DCM	China Online Education Group (51Talk)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	2	13-Jul	2013	0.0	
6409	Sequoia Capital, Kaszek Ventures	Nubank	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	2	13-Jul	2013	0.0	
6410	Everstone Capital	Hinduja Leyland Finance	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	34	13-Jul	2013	0.0	
6411	Rosemont Investment Partners	Silk Invest	Sub-Saharan Africa	-	Sub-Saharan Africa Regional Investment	SSA		Financials	Financial Services	Financial Services	Investment Services	Capital Markets	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		13-Jul	2013	0.0	
6412	IFC Asset Management Company (AMC)	Pacific Infrastructure	Latin America	South America	Colombia	COL	CO	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Infrastructure & Real Assets	Growth	75	13-Jul	2013	1.0	
6413	True North (formerly IVFA)	Vallabhdas Kanji (VKL)	Asia	South Asia	India	IND	IN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	60	13-Jul	2013	0.0	
6414	Norwest Venture Partners (NVP)	YES Bank	Asia	South Asia	India	IND	IN	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	PIPE	17	13-Jul	2013	0.0	50.6
6415	Equator Capital Partners	FBC Holdings	Sub-Saharan Africa	East Africa	Zimbabwe	ZWE	ZW	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	PIPE		13-Jul	2013	0.0	
6416	The Abraaj Group	Steripharma	MENA	North Africa	Morocco	MAR	MA	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Growth		13-Jul	2013	1.0	
6417	XSML	Rehoboth	Sub-Saharan Africa	Central Africa	Democratic Republic of the Congo	COD	CD	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth		13-Jul	2013	1.0	
6418	Capital Group Private Markets, ACON Investments	Vetra Energia	Latin America	South America	Colombia	COL	CO	Oil & Gas	Oil & Gas	Oil & Gas Producers	Exploration & Production	Energy Equipment & Services	B Oil, Gas and Mining	Oil, Gas and Mining	Infrastructure & Real Assets	Buyout		13-Jul	2013	0.0	
6419	Darby Private Equity	Cobis Systems	Latin America	-	Latin America Regional Investment	LAC		Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	12	13-Jul	2013	0.0	
6420	Amethis Finance	Petro Ivoire	Sub-Saharan Africa	West Africa	Cote d'Ivoire	CIV	CI	Oil & Gas	Oil & Gas	Oil & Gas Producers	Integrated Oil & Gas	Oil, Gas & Consumable Fuels	B Oil, Gas and Mining	Oil, Gas and Mining	Private Equity	Growth		13-Jul	2013	0.0	1.331602228
6421	Helios Investment Partners	Mall for Africa	Sub-Saharan Africa	West Africa	Nigeria	NGA	NG	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	4	13-Jul	2013	1.0	
6422	Fusion Capital	Rusororo Aggregate	Sub-Saharan Africa	East Africa	Rwanda	RWA	RW	Basic Materials	Basic Resources	Mining	General Mining	Metals & Mining	B Oil, Gas and Mining	Oil, Gas and Mining	Infrastructure & Real Assets	Growth	2	13-Jul	2013	0.0	
6423	Blume Ventures, Accel Partners	Systemantics	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Engineering	Industrial Machinery	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	0.2	13-Jul	2013	0.0	
6424	Blume Ventures	PescaFresh	Asia	South Asia	India	IND	IN	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	0.1	13-Jul	2013	0.0	
6425	Blume Ventures	Turtle Yogi Technologies (1Click.io)	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	0.1	13-Jul	2013	0.0	
6426	Blume Ventures	IndianStage	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	0.2	13-Jul	2013	0.0	
6427	Creador	Bonia Group	Asia	Southeast Asia	Malaysia	MYS	MY	Consumer Goods	Personal & Household Goods	Personal Goods	Clothing & Accessories	Textiles, Apparel & Luxury Goods	K Textiles, Apparel & Leather	Textiles, Apparel & Leather	Private Equity	Growth	15	13-Jul	2013	0.0	
6428	Blume Ventures	AudioCompass	Asia	South Asia	India	IND	IN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	0.2	13-Jul	2013	0.0	
6429	Shenzhen Capital Group (SCGC)	Tianjin China Manufacturers Dragon Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		13-Jun	2013	0.0	
6430	Shenzhen Capital Group (SCGC)	Beijing ZKML	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Health Care Equipment & Services	Medical Equipment	Health Care Equipment & Supplies	S Health Care	Health Care	Private Equity	Venture Capital		13-Jun	2013	0.0	
6431	Shenzhen Capital Group (SCGC)	Guangzhou Culture Communication	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Venture Capital		13-Jun	2013	0.0	
6432	The Rohatyn Group	BHC	Asia	East Asia	South Korea	KOR	KR	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Buyout	105	13-Jun	2013	0.0	
