	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
6273	Northstar Group	ERA Realty Network	Asia	Southeast Asia	Singapore	SGP	SG	Financials	Real Estate	Real Estate Investment & Services	Real Estate Services	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Buyout	103	13-Aug	2013	0.0	
6274	Incofin Investment Management	AMK Cambodia	Asia	Southeast Asia	Cambodia	KHM	KH	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		13-Aug	2013	1.0	
6275	LIV Capital	Tecnoidea/Mastretta	Latin America	Central America	Mexico	MEX	MX	Consumer Goods	Automobiles & Parts	Automobiles & Parts	Automobiles	Automobiles	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	0.2	13-Aug	2013	0.0	
6276	AfricInvest	UND	MENA	North Africa	Tunisia	TUN	TN	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Furnishings	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	0.3	13-Aug	2013	0.0	
6277	WL Ross & Co., HAO Capital, Keytone Ventures, Qiming Venture Partners	LP Amina	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	20	13-Aug	2013	0.0	
6278	AfricInvest	Esprit	MENA	North Africa	Tunisia	TUN	TN	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	13-Aug	2013	1.0	
6279	Shenzhen Capital Group (SCGC)	iHandle	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital	1	13-Aug	2013	0.0	
6280	Shenzhen Capital Group (SCGC)	Shandong Dongda INOV Polyurethane	Asia	East Asia	China	CHN	CN	Basic Materials	Chemicals	Chemicals	Specialty Chemicals	Chemicals	G Chemicals	Chemicals	Private Equity	Venture Capital		13-Aug	2013	0.0	
6281	AppWorks Ventures	Kuobrothers	Asia	East Asia	Taiwan	TWN	TW	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		13-Aug	2013	0.0	
6282	Blue Sea Capital	Dom Zdravlja Jedro	CEE & CIS	Central & Eastern Europe (CEE)	Serbia	SRB	RS	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Buyout		13-Aug	2013	0.0	
6283	Trinitas Private Equity	OneEighty Holdings	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Financials	Real Estate	Real Estate Investment Trusts	Retail REITs	Mortgage Real Estate Investment Trusts (REITs)	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		13-Aug	2013	0.0	
6284	CDG Capital	Buzichelli Maroc	MENA	North Africa	Morocco	MAR	MA	Industrials	Construction & Materials	Construction & Materials	Heavy Construction	Construction & Engineering	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Credit	Mezzanine		13-Aug	2013		
6285	East Ventures	MegaFash	Asia	Southeast Asia	Singapore	SGP	SG	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	0.3	13-Aug	2013	0.0	
6286	Kae Capital	Memetic Labs Technologies (Airwoot)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		13-Aug	2013	0.0	
6287	Shenzhen Cowin Venture Capital	Youmi Media	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital		13-Aug	2013	0.0	
6288	Ascent Capital India	CARE Ratings	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	PIPE	4	13-Aug	2013	0.0	9.65512032
6289	Rabo Equity Advisors	Prabhat Dairy	Asia	South Asia	India	IND	IN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	12	13-Aug	2013	1.0	5.698205289
6290	Pragati India Fund	PTC Industries	Asia	South Asia	India	IND	IN	Basic Materials	Basic Resources	Industrial Metals & Mining	Iron & Steel	Metals & Mining	I Primary Metals	Primary Metals	Private Equity	Growth	6	13-Aug	2013	0.0	
6291	Lightspeed Venture Partners	Hoodinn Interactive	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		13-Aug	2013	0.0	
6292	Kalaari Capital	The Label Corp	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	13-Aug	2013	0.0	
6293	Mezzanine Capital Partners	Bella Bulgaria	CEE & CIS	Central & Eastern Europe (CEE)	Bulgaria	BGR	BG	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Credit	Mezzanine	18	13-Aug	2013		
6294	Kae Capital	Paletly	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		13-Aug	2013	0.0	
6295	The Abraaj Group	Rainbow Hospitals	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth	18	13-Aug	2013	0.0	
6296	CITIC Capital Partners	S.F. Express	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Industrial Transportation	Delivery Services	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth		13-Aug	2013	0.0	
6297	ASK Pravi Capital Advisors	Omni Hospitals	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth	7	13-Aug	2013	0.0	
6298	Infinity Group	LEED	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Electronic & Electrical Equipment	Electrical Components & Equipment	Electrical Equipment	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		13-Aug	2013	0.0	
6299	iTech Capital	iConText	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital		13-Aug	2013	0.0	
6300	Insight Venture Partners	Hotel Urbano	Latin America	South America	Brazil	BRA	BR	Consumer Services	Travel & Leisure	Travel & Leisure	Hotels	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	20	13-Aug	2013	0.0	
6301	500 Startups, Monashees Capital	Rota dos Concursos	Latin America	South America	Brazil	BRA	BR	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		13-Aug	2013	0.0	
6302	H.I.G. Capital	LG Sistemas	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		13-Aug	2013	0.0	
6303	Darby Private Equity	Bioerix	Latin America	South America	Uruguay	URY	UY	Health Care	Health Care	Health Care Equipment & Services	Medical Equipment	Health Care Equipment & Supplies	S Health Care	Health Care	Private Credit	Mezzanine		13-Aug	2013		
6304	Sequoia Capital	Vini Cosmetics	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	18	13-Aug	2013	0.0	
6305	Nexus Group	San Miguel Industrias PET	Latin America	South America	Peru	PER	PE	Industrials	Industrial Goods & Services	General Industrials	Containers & Packaging	Containers & Packaging	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout		13-Aug	2013	0.0	
6306	Gobi Partners	Shanghai Jizhi Information Technology	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		13-Aug	2013	0.0	
6307	New Access Capital	Sino Micro Controller Unit (Sinomcu)	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Durable Household Products	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	2	13-Aug	2013	0.0	
6308	Baird Capital	Kedu Healthcare	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Health Care Equipment & Services	Medical Equipment	Health Care Equipment & Supplies	S Health Care	Health Care	Private Equity	Growth		13-Aug	2013	0.0	
6309	Cathay Capital Private Equity	Shanghai Zhengming Modern Logistics	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth	19	13-Aug	2013	0.0	
6310	Morningside Ventures	Legal.cn	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	2	13-Aug	2013	0.0	
6311	PurpleSky Capital	Zhubao.com	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	13-Aug	2013	0.0	
6312	Actis	Paycorp Holdings	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Buyout	95	13-Aug	2013	0.0	
6313	Tiantu Xingye Venture Capital (Tiantu Capital)	Ganqishi	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth	13	13-Aug	2013	0.0	
6314	Gobi Partners, Matrix Partners	Pinguo Technology (Camera360)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	18	13-Aug	2013	0.0	
6315	Sequoia Capital	Reach Accountant	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	13-Aug	2013	0.0	
6316	Runa Capital, Frontier Ventures	Eruditor	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		13-Aug	2013	0.0	
6317	Redpoint Ventures, BlueRun Ventures	Shanghai Didatour International Travel Service (Bingdian.com)	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	6	13-Aug	2013	0.0	
6318	Qiming Venture Partners	Beijing Tiangua Online Technology (Cachejoy)	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		13-Aug	2013	0.0	
6319	Hummingbird Ventures	Hmizate.ma	MENA	North Africa	Morocco	MAR	MA	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	2	13-Aug	2013	0.0	
6320	GGV Capital, Orchid Asia Group Management	Beauty Plus	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Personal Goods	Personal Products	Textiles, Apparel & Luxury Goods	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		13-Aug	2013	0.0	
6321	Russia Partners	Banki.ru	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	11	13-Aug	2013	0.0	
6322	Legend Capital, Qiming Venture Partners	Shenogen Pharma Group	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Biotechnology	Biotechnology	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	20	13-Aug	2013	0.0	
6323	F&H Fund Management, Tiger Global Management	Mtime	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Growth		13-Aug	2013	0.0	
6324	ICICI Venture Funds Management	Jyoti Structures	Asia	South Asia	India	IND	IN	Industrials	Construction & Materials	Construction & Materials	Heavy Construction	Construction & Engineering	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Equity	PIPE	36	13-Aug	2013	0.0	
6325	Flybridge Capital Partners, Atomico, Emergence Capital Partners, Kaszek Ventures, Storm Ventures	Restorando	Latin America	South America	Argentina	ARG	AR	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	13	13-Aug	2013	0.0	
6326	Warburg Pincus	Premier Action International	Asia	East Asia	China	CHN	CN	Financials	Real Estate	Real Estate Investment & Services	Real Estate Holding & Development	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Growth	79	13-Aug	2013	0.0	
6327	Cartesian Capital Group	Grupo redIT	Latin America	Central America	Mexico	MEX	MX	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	72	13-Aug	2013	0.0	12.2
6328	Horizon Capital	Bostavan Wineries Group	CEE & CIS	Commonwealth of Independent States (CIS)	Moldova	MDA	MD	Consumer Goods	Food & Beverage	Beverages	Distillers & Vintners	Beverages	F Food & Beverages	Food & Beverages	Private Equity	Growth	3	13-Aug	2013	1.0	
6329	IDG Capital Partners (IDGVC)	Ejoy	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	16	13-Aug	2013	0.0	
6330	Vangoo Capital Partners, IDG Capital Partners (IDGVC), Ventech	Secoo	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	30	13-Aug	2013	0.0	
6331	Matrix Partners, Morningside Ventures	Shenzhen Xinwang Zhichuang Technology (Lamabang)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital		13-Aug	2013	0.0	
6332	WL Ross & Co., GCP Gamma Capital Partners	Organica Water	CEE & CIS	Central & Eastern Europe (CEE)	Hungary	HUN	HU	Industrials	Industrial Goods & Services	Support Services	Waste & Disposal Services	Commercial Services & Supplies	C Utilities	Utilities	Private Equity	Venture Capital		13-Aug	2013	0.0	
6333	Armstrong Asset Management	Annex Power	Asia	Southeast Asia	Thailand	THA	TH	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth	30	13-Aug	2013	1.0	
6334	Vital Capital Investments	Prabon Community Building Project	Sub-Saharan Africa	West Africa	Ghana	GHA	GH	Financials	Real Estate	Real Estate Investment & Services	Real Estate Holding & Development	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Growth	5	13-Aug	2013	0.0	
6335	Ventureast	Little Eye Labs	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		13-Aug	2013	0.0	
6336	Kibo Capital Partners	Madison Finance Company (MFinance)	Sub-Saharan Africa	East Africa	Zambia	ZMB	ZM	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		13-Aug	2013	0.0	
6337	Havenvest Private Equity Middle East	Omnix International	MENA	Middle East	United Arab Emirates	ARE	AE	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		13-Jul	2013	0.0	
6338	Actera Group	Kamil Koc Otobusleri	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Buyout	34	13-Jul	2013	0.0	
6339	KKR	Tiga Pilar Sejahtera Food	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	PIPE		13-Jul	2013	0.0	
6340	Phenomen Ventures	Coub	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Venture Capital	1	13-Jul	2013	0.0	
6341	The Blackstone Group	Agile Electric Sub Assembly	Asia	South Asia	India	IND	IN	Consumer Goods	Automobiles & Parts	Automobiles & Parts	Auto Parts	Auto Components	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout	56	13-Jul	2013	0.0	106.4
6342	Crescent Capital, EnerCap Capital Partners	EC Renewables	CEE & CIS	Central & Eastern Europe (CEE)	Croatia	HRV	HR	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth		13-Jul	2013	0.0	
6343	Macquarie Infrastructure and Real Assets (MIRA)	UPC Philippines Wind (NLREC Wind)	Asia	Southeast Asia	Philippines	PHL	PH	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth	85	13-Jul	2013	0.0	
6344	Adenia Partners	Ciel	Sub-Saharan Africa	East Africa	Mauritius	MUS	MU	Industrials	Industrial Goods & Services	General Industrials	Diversified Industrials	Industrial Conglomerates	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout		13-Jul	2013	1.0	
6345	Mediterra Capital	Kopuzmar/Ugurlu Group	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Buyout		13-Jul	2013	0.0	
6346	Avallon	Otwarty Rynek Elektroniczny (Marketplanet)	CEE & CIS	Central & Eastern Europe (CEE)	Poland	POL	PL	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Buyout		13-Jul	2013	0.0	
6347	The Rohatyn Group	Sansera Engineering	Asia	South Asia	India	IND	IN	Consumer Goods	Automobiles & Parts	Automobiles & Parts	Auto Parts	Auto Components	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	56	13-Jul	2013	0.0	
6348	Helios Investment Partners	Petrobras Africa	Sub-Saharan Africa	West Africa	Nigeria	NGA	NG	Oil & Gas	Oil & Gas	Oil & Gas Producers	Exploration & Production	Energy Equipment & Services	B Oil, Gas and Mining	Oil, Gas and Mining	Private Equity	Growth		13-Jul	2013	0.0	
6349	Leopard Capital	ACLEDA Bank	Asia	Southeast Asia	Cambodia	KHM	KH	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	1	13-Jul	2013	1.0	
6350	SpeedUp Venture Capital Group	Omni3D	CEE & CIS	Central & Eastern Europe (CEE)	Poland	POL	PL	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		13-Jul	2013	0.0	
6351	New Forests Asset Management	Hijauan Bengkoka Plantations-Acacia Forest Industries	Asia	Southeast Asia	Malaysia	MYS	MY	Basic Materials	Basic Resources	Forestry & Paper	Forestry	Paper & Forest Products	A Agriculture and Forestry	Agriculture & Forestry	Infrastructure & Real Assets	Buyout		13-Jul	2013	0.0	
6352	Jungle Ventures, Unitus Seed Fund	Milaap Social Ventures	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	13-Jul	2013	0.0	
6353	Enfoca Inversiones	Grupo Salud Del Peru	Latin America	South America	Peru	PER	PE	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth	47	13-Jul	2013	0.0	
6354	Databank Agrifund Manager (DAFML)	Interfresh	Sub-Saharan Africa	East Africa	Zimbabwe	ZWE	ZW	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Growth	1	13-Jul	2013	0.0	
6355	Incofin Investment Management	Crediflorida	Latin America	South America	Peru	PER	PE	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Credit	Debt		13-Jul	2013		
6356	Tiger Global Management, Accel Partners	Flipkart	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		13-Jul	2013	0.0	
6357	Blume Ventures	Spunk Media (QubeCell)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	0.1	13-Jul	2013	0.0	
6358	Oasis Capital Ghana	Axis Pension Group	Sub-Saharan Africa	West Africa	Ghana	GHA	GH	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		13-Jul	2013	0.0	0.65
6359	Blume Ventures	Tookitaki	Asia	Southeast Asia	Singapore	SGP	SG	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	0.1	13-Jul	2013	1.0	
6360	Blume Ventures	Nivaata Systems (Verayu)	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	0.1	13-Jul	2013	0.0	
6361	Emerging Capital Partners (ECP)	IHS	Sub-Saharan Africa	West Africa	Nigeria	NGA	NG	Telecommunications	Telecommunications	Mobile Telecommunications	Mobile Telecommunications	Wireless Telecommunication Services	N Information	Information	Infrastructure & Real Assets	Growth		13-Jul	2013	1.0	
6362	Blume Ventures	Kuliza Technologies	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	0.1	13-Jul	2013	0.0	
6363	Blume Ventures	Urbanpotion Technologies (Instamojo.com)	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	0.2	13-Jul	2013	0.0	
6364	The CID Group	Pubgame	Asia	East Asia	Taiwan	TWN	TW	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	5	13-Jul	2013	0.0	
6365	Sequoia Capital	Rong360.com	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	30	13-Jul	2013	0.0	
6366	China New Enterprise Investment (CNEI)	Zhanjiang Newpro Foods	Asia	East Asia	China	CHN	CN	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Growth	10	13-Jul	2013	0.0	
6367	Boxin Capital	Shanghai Techase Environment Protection	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Industrial Engineering	Industrial Machinery	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	5	13-Jul	2013	0.0	
6368	212 Capital Partners	CloudArena	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	13-Jul	2013	0.0	
6369	FountainVest Partners	LJ International	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Buyout	53	13-Jul	2013	0.0	
6370	Axon Partners Group, Forum Synergies (India) PE Fund Managers	Ampere Vehicles	Asia	South Asia	India	IND	IN	Consumer Goods	Automobiles & Parts	Automobiles & Parts	Automobiles	Automobiles	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	3	13-Jul	2013	1.0	
6371	Baring Private Equity India	Indoco Remedies	Asia	South Asia	India	IND	IN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	PIPE	4	13-Jul	2013	0.0	14.25683964
6372	Kalaari Capital	Robosoft Technologies	Asia	South Asia	India	IND	IN	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	4	13-Jul	2013	0.0	
6373	Yunfeng Capital	Gold Mantis Construction Decoration	Asia	East Asia	China	CHN	CN	Industrials	Construction & Materials	Construction & Materials	Heavy Construction	Construction & Engineering	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Equity	Growth		13-Jul	2013	0.0	
6374	Providence Equity Partners	Hathway Cable and Datacom	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	PIPE	19	13-Jul	2013	0.0	71.7
