	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
3448	Neulogy Ventures	Staffino	CEE & CIS	Central & Eastern Europe (CEE)	Slovakia	SVK	SK	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Jun	2015	0.0	
3449	Matrix Partners	Sarvaloka Services On Call (Housejoy)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	4	15-Jun	2015	0.0	
3450	Sequoia Capital	Liuliu Orchard Group	Asia	East Asia	China	CHN	CN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	24	15-Jun	2015	0.0	
3451	Sequoia Capital, Meridian Capital	Hangzhou Jinyuan Biaoju Technology (Joyowo)	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	11	15-Jun	2015	0.0	
3452	Tata Capital Private Equity	Nearex (Xip)	Asia	Southeast Asia	Singapore	SGP	SG	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	3	15-Jun	2015	0.0	
3453	Abris Capital Partners	GrafPoz	CEE & CIS	Central & Eastern Europe (CEE)	Poland	POL	PL	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Buyout		15-Jun	2015	0.0	
3454	ASK Pravi Capital Advisors	Hansa Customer Equity (Hansa Cequity)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	5	15-Jun	2015	0.0	
3455	Sequoia Capital	Farmlink	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Industrial Suppliers	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Jun	2015	0.0	
3456	Asian Healthcare Fund, Seedfund	Total Dental Care (MyDentist)	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth	8	15-Jun	2015	0.0	
3457	Tiger Global Management, Kaszek Ventures, Monashees Capital	GetNinjas	Latin America	South America	Brazil	BRA	BR	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	13	15-Jun	2015	0.0	
3458	Qiming Venture Partners, Trustbridge Partners (TBP Capital)	Xuebajun	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	50	15-Jun	2015	0.0	
3459	IDG Capital Partners (IDGVC), China Soft Capital (China Soft Investment Corporation)	SafeDog	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	8	15-Jun	2015	0.0	
3460	Runa Capital	LinguaLeo	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Jun	2015	0.0	
3461	Wamda Capital	News Group International	MENA	Middle East	United Arab Emirates	ARE	AE	Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	Growth		15-Jun	2015	1.0	
3462	Wamda Capital	Jamalon	MENA	Middle East	Jordan	JOR	JO	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	4	15-Jun	2015	1.0	
3463	AfricInvest	Atelier du Meuble (Interieurs)	MENA	North Africa	Tunisia	TUN	TN	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Furnishings	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	1	15-Jun	2015	1.0	3.065604139
3464	Cybernaut (China) Investment	Chongqing Zhubajie Network (Zhubajie.com)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Growth	258	15-Jun	2015	0.0	
3465	KK Fund	Be Malas (Be Lazee)	Asia	Southeast Asia	Malaysia	MYS	MY	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	0.3	15-Jun	2015	0.0	
3466	China Everbright (CEL)	AVIC Precision Casting Science and Technology	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Aerospace & Defense	Aerospace	Aerospace & Defense	M Industrial & Consumer Products	Industrial & Consumer Products	Private Credit	Mezzanine	98	15-Jun	2015		
3467	Investisseurs & Partenaires (I&P)	Voltacars Rental Services	Sub-Saharan Africa	West Africa	Ghana	GHA	GH	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth		15-Jun	2015	0.0	
3468	EchoVC Partners	Printivo	Sub-Saharan Africa	West Africa	Nigeria	NGA	NG	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Jun	2015	0.0	
3469	3TS Capital Partners	123ContactForm	CEE & CIS	Central & Eastern Europe (CEE)	Romania	ROU	RO	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital	1	15-Jun	2015	0.0	
3470	Vision Knight Capital Partners, BlueRun Ventures, Shunwei Capital Partners	Xingkong	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	20	15-Jun	2015	0.0	
3471	Infuse Ventures	Karma Recycling	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Waste & Disposal Services	Commercial Services & Supplies	C Utilities	Utilities	Private Equity	Venture Capital		15-Jun	2015	1.0	
3472	Unitus Seed Fund	iSTAR	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Jun	2015	0.0	
3473	SAIF Partners	Zhong An Online P&C Insurance	Asia	East Asia	China	CHN	CN	Financials	Insurance	Nonlife Insurance	Full Line Insurance	Insurance	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		15-Jun	2015	0.0	
3474	Investisseurs & Partenaires (I&P)	Eden Tree	Sub-Saharan Africa	West Africa	Ghana	GHA	GH	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth		15-Jun	2015	0.0	
3475	Amadeus Capital Partners, Social Capital, Valor Capital Group	Descomplica	Latin America	South America	Brazil	BRA	BR	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	7	15-Jun	2015	0.0	
3476	Mezzanine Capital Partners	Mogo Finance	CEE & CIS	Central & Eastern Europe (CEE)	Latvia	LVA	LV	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Credit	Mezzanine	26	15-Jun	2015		
3477	SAIF Partners	Cloudshops	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	10	15-Jun	2015	0.0	
3478	Sequoia Capital	La Renon Healthcare	Asia	South Asia	India	IND	IN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Venture Capital	16	15-Jun	2015	0.0	
3479	Chengwei Ventures	Beng Jiu Jie	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital		15-Jun	2015	0.0	
3480	Tiantu Xingye Venture Capital (Tiantu Capital), Sequoia Capital, Source Code Capital	Haiwan.com	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	10	15-Jun	2015	0.0	
3481	Matrix Partners, Source Code Capital	ETCP (Electronic Toll Collection Parking)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Jun	2015	0.0	
3482	Banyan Capital	Guangzhou Chexiangke Network Technology (Car Share Geek)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	10	15-Jun	2015	0.0	
3483	XSML	Ets Lejack	Sub-Saharan Africa	Central Africa	Democratic Republic of the Congo	COD	CD	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Nondurable Household Products	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		15-Jun	2015	1.0	
3484	Equis	Energon	Asia	Southeast Asia	Southeast Asia Regional Investment	SAR		Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth		15-Jun	2015	0.0	
3485	Equis	Bioeq	Asia	Southeast Asia	Philippines	PHL	PH	Oil & Gas	Oil & Gas	Alternative Energy	Alternative Fuels	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Buyout		15-Jun	2015	0.0	
3486	Monashees Capital	Meus Pedidos	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	2	15-Jun	2015	0.0	
3487	Sequoia Capital, Seedfund	Voonik Technologies	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	5	15-Jun	2015	0.0	
3488	Ally Bridge Group	Mega Medical Technology (Formerly Wing Tai Holdings)	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Health Care Equipment & Services	Medical Supplies	Health Care Equipment & Supplies	S Health Care	Health Care	Private Equity	PIPE	13	15-Jun	2015	0.0	
3489	Affinity Equity Partners	Island Hospital	Asia	Southeast Asia	Malaysia	MYS	MY	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Buyout		15-Jun	2015	0.0	
3490	Hahn & Company	Hanon Systems (formerly HVCC)	Asia	East Asia	South Korea	KOR	KR	Consumer Goods	Automobiles & Parts	Automobiles & Parts	Auto Parts	Auto Components	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout		15-Jun	2015	0.0	
3491	Norwest Venture Partners (NVP), Accel Partners, SAIF Partners	Bundl Technologies (Swiggy)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	17	15-Jun	2015	0.0	
3492	GGV Capital	Red (Xiaohongshu)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	10	15-Jun	2015	0.0	
3493	Hony Capital	Bright Dairy & Food	Asia	East Asia	China	CHN	CN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth		15-Jun	2015	0.0	
3494	IvyCap Ventures	Purple Panda Fashions (Clovia)	Asia	South Asia	India	IND	IN	Consumer Goods	Personal & Household Goods	Personal Goods	Clothing & Accessories	Textiles, Apparel & Luxury Goods	K Textiles, Apparel & Leather	Textiles, Apparel & Leather	Private Equity	Venture Capital		15-Jun	2015	0.0	
3495	RRJ Capital	Shanghai Yupei Group (China Logistics)	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth	250	15-Jun	2015	0.0	
3496	Morningside Ventures	Luqa Pharmaceuticals	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Venture Capital	15	15-Jun	2015	0.0	
3497	Bessemer Venture Partners	Applied Solar Technologies	Asia	South Asia	India	IND	IN	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Private Equity	Growth		15-Jun	2015	0.0	
3498	Chengwei Ventures, Matrix Partners	oTMS	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	10	15-Jun	2015	0.0	
3499	New Enterprise Associates (NEA), 500 Startups, Delta Partners Capital	Fetchr	MENA	Middle East	United Arab Emirates	ARE	AE	Industrials	Industrial Goods & Services	Industrial Transportation	Delivery Services	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Venture Capital	11	15-Jun	2015	0.0	
3500	Neulogy Ventures	Ingen.io	CEE & CIS	Central & Eastern Europe (CEE)	Slovakia	SVK	SK	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Jun	2015	0.0	
3501	Leopard Capital	Intean Poalroath Rongroeurng (IPR)	Asia	Southeast Asia	Cambodia	KHM	KH	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Credit	Debt	1	15-Jun	2015		
3502	Blume Ventures	Newgen Internet Networks (Glamrs)	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	Venture Capital	1	15-Jun	2015	0.0	
3503	TPG	PropertyGuru	Asia	Southeast Asia	Singapore	SGP	SG	Financials	Real Estate	Real Estate Investment & Services	Real Estate Services	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Growth		15-Jun	2015	0.0	
3504	Bessemer Venture Partners, Kae Capital	Handy Home Solutions (HandyHome)	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital	0.5	15-Jun	2015	1.0	
3505	500 Startups, Golden Gate Ventures	Hubba	Asia	Southeast Asia	Thailand	THA	TH	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Jun	2015	0.0	
3506	CyberAgent Ventures, East Ventures	Ralali	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Services	Retail	General Retailers	Home Improvement Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	3	15-Jun	2015	0.0	
3507	China New Enterprise Investment (CNEI)	Zhanjiang Newpro Foods	Asia	East Asia	China	CHN	CN	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Growth	7	15-Jun	2015	0.0	
3508	Korea Investment Partners (KIP)	Kopla	Asia	East Asia	South Korea	KOR	KR	Basic Materials	Chemicals	Chemicals	Specialty Chemicals	Chemicals	G Chemicals	Chemicals	Private Equity	PIPE	5	15-Jun	2015	0.0	
3509	Ceyuan Ventures	Medicinepower.cn	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	Food & Drug Retailers	Drug Retailers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	2	15-Jun	2015	0.0	
3510	GSR Ventures	Zhuhai CongMingDou Electronics (5qbb.com)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	2	15-Jun	2015	0.0	
3511	SAIF Partners	Shanghai Qingke Equipment Rental (QK365.com)	Asia	East Asia	China	CHN	CN	Financials	Real Estate	Real Estate Investment & Services	Real Estate Services	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Venture Capital	29	15-Jun	2015	0.0	
3512	Ivy Capital	Shanghai Dayee Information Technology (Dayee, Wintalent)	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		15-Jun	2015	0.0	
3513	Legend Capital, IDG Capital Partners (IDGVC)	Iwode Tailor	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	24	15-Jun	2015	0.0	
3514	Sinovation Ventures	Smellme	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital	5	15-Jun	2015	0.0	
3515	Matrix Partners	Hangzhou Jiuyan Technology (Itugo)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Jun	2015	0.0	
3516	Shenzhen Green Pine Capital Partners	Holatek	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Consumer Electronics	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	32	15-Jun	2015	0.0	
3517	CX Partners	Barbeque Nation Hospitality	Asia	South Asia	India	IND	IN	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth	16	15-Jun	2015	0.0	
3518	Canbank Venture Capital	Shiva Industrial Security Agency (SISA)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	2	15-Jun	2015	0.0	
3519	GREE Ventures, Wavemaker Partners	Pie	Asia	Southeast Asia	Singapore	SGP	SG	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	15-Jun	2015	0.0	
3520	Morningside Ventures	Beijing Lele Gaoshang Education Technology (Leleketang)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	5	15-Jun	2015	0.0	
3521	Navis Capital Partners	Imperial Treasure Restaurant Group	Asia	Southeast Asia	Singapore	SGP	SG	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Buyout	45	15-Jun	2015	0.0	
3522	United Orient Capital	Vallianz Holdings	Asia	Southeast Asia	Singapore	SGP	SG	Industrials	Industrial Goods & Services	Electronic & Electrical Equipment	Electronic Equipment	Electrical Equipment	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	PIPE	10	15-Jun	2015	0.0	
3523	Global Founders Capital	Yamsafer	MENA	Middle East	Palestinian Territory	WB		Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	4	15-Jun	2015	0.0	
3524	Legend Capital	BigHit Entertainment	Asia	East Asia	South Korea	KOR	KR	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Venture Capital	0.01	15-Jun	2015	0.0	
3525	Warburg Pincus	Ecom Express	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Transportation	Delivery Services	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth	55	15-Jun	2015	0.0	78.369089
3526	Tembusu Partners	Barghest Building Performance (BBP)	Asia	Southeast Asia	Singapore	SGP	SG	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Credit	Mezzanine		15-Jun	2015		
3527	IDG Ventures India, YourNest Angel Fund	Uniphore Software Systems	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Jun	2015	0.0	
3528	WI Harper Group	HWTrek (Hardware Trek)	Asia	East Asia	Taiwan	TWN	TW	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital	4	15-Jun	2015	0.0	
3529	Infuse Ventures	Proklean Technologies (Proviera)	Asia	South Asia	India	IND	IN	Basic Materials	Chemicals	Chemicals	Specialty Chemicals	Chemicals	G Chemicals	Chemicals	Private Equity	Growth	1	15-Jun	2015	1.0	
3530	China Broadband Capital (CBC)	Yuan Guang Technology (Chelaile)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	15	15-Jun	2015	0.0	
3531	IFC Asset Management Company (AMC)	Affero Lab	Latin America	South America	Brazil	BRA	BR	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	20	15-Jun	2015	1.0	19.78981186
3532	ACON Investments	Amfora Packaging	Latin America	South America	Colombia	COL	CO	Industrials	Industrial Goods & Services	General Industrials	Containers & Packaging	Containers & Packaging	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout		15-Jun	2015	0.0	
3533	Dragon Capital (Vietnam)	Symbior Elements	Asia	Southeast Asia	Thailand	THA	TH	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth		15-Jun	2015	1.0	
3534	Synergy Capital Managers	Riggs Ventures West Africa	Sub-Saharan Africa	West Africa	Nigeria	NGA	NG	Industrials	Industrial Goods & Services	General Industrials	Containers & Packaging	Containers & Packaging	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		15-Jun	2015	1.0	
3535	Wavemaker Partners	CreoPop	Asia	Southeast Asia	Singapore	SGP	SG	Consumer Goods	Personal & Household Goods	Leisure Goods	Consumer Electronics	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		15-Jun	2015	0.0	
3536	Tiger Global Management, Kaszek Ventures, Sequoia Capital	Nubank	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	30	15-Jun	2015	0.0	
3537	Sequoia Capital, Morningside Ventures	Hangzhou Mishi Network Technology (Mishi)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	15	15-Jun	2015	0.0	
3538	Investisseurs & Partenaires (I&P)	SCRIMAD	Sub-Saharan Africa	East Africa	Madagascar	MDG	MG	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Growth		15-Jun	2015	0.0	
3539	Databank Agrifund Manager (DAFML)	Avison	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Basic Materials	Chemicals	Chemicals	Specialty Chemicals	Chemicals	G Chemicals	Chemicals	Private Equity	Growth	1	15-Jun	2015	0.0	
3540	Aavishkaar Venture Management, IDG Ventures India	ULink BioEnergy (AgroStar)	Asia	South Asia	India	IND	IN	Basic Materials	Chemicals	Chemicals	Specialty Chemicals	Chemicals	G Chemicals	Chemicals	Private Equity	Growth	4	15-Jun	2015	1.0	
3541	Flint Capital	Blackmoon	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Financials	Financial Services	Nonequity Investment Instruments	Nonequity Investment Instruments	Capital Markets	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	1	15-Jun	2015	0.0	
3542	Databank Agrifund Manager (DAFML)	Norish	Sub-Saharan Africa	East Africa	Ethiopia	ETH	ET	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	2	15-Jun	2015	0.0	
3543	Catalyst Private Equity	Falcon Ma’an Solar Power	MENA	Middle East	Jordan	JOR	JO	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth	4	15-Jun	2015	1.0	
3544	Developing World Markets	Suryoday Microfinance (SMF)	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	3	15-Jun	2015	1.0	17.84
3545	Databank Agrifund Manager (DAFML)	Matonjeni Marketing	Sub-Saharan Africa	East Africa	Zambia	ZMB	ZM	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	1	15-Jun	2015	0.0	
3546	8 Miles	Biyinzika Poultry International	Sub-Saharan Africa	East Africa	Uganda	UGA	UG	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Growth		15-Jun	2015	1.0	
3547	Source Code Capital	Nanjing Cheyitao Network Technology (Che300)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Jun	2015	0.0	
3548	Warburg Pincus, Hillhouse Capital Management, Sequoia Capital	ZTO Express	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Industrial Transportation	Delivery Services	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth		15-Jun	2015	0.0	
