	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
3762	Elevar Equity	Financiera TFC	Latin America	South America	Peru	PER	PE	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		15-Apr	2015	0.0	
3763	Aqua Capital	Dimicron	Latin America	South America	Brazil	BRA	BR	Basic Materials	Chemicals	Chemicals	Specialty Chemicals	Chemicals	G Chemicals	Chemicals	Private Equity	Buyout		15-Apr	2015	0.0	
3764	Kaszek Ventures	Love Mondays	Latin America	South America	Brazil	BRA	BR	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Apr	2015	0.0	
3765	Kaszek Ventures	Dress & Go	Latin America	South America	Brazil	BRA	BR	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Apr	2015	0.0	
3766	Cordiant Capital	SA Taxi	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Credit	Debt	15	15-Apr	2015		
3767	Tiger Global Management, Lightspeed Venture Partners	Imma Web (LocalOye)	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital	5	15-Apr	2015	0.0	
3768	Shenzhen Green Pine Capital Partners	Beijing Baofeng Mojing Technology	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Consumer Electronics	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	10	15-Apr	2015	1.0	
3769	East Ventures	Livaza	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Apr	2015	0.0	
3770	InFRONTIER	786 Pharma	Asia	South Asia	Afghanistan	AFG	AF	Consumer Services	Retail	Food & Drug Retailers	Drug Retailers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		15-Apr	2015	0.0	
3771	Sequoia Capital	Beijing Tian Heyi Tech (Tiantian Yongche, Ttyongche.com)	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital		15-Apr	2015	0.0	
3772	Northern Light Venture Capital (NLVC)	Xuanke.com	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Apr	2015	0.0	
3773	Tiger Global Management, Ribbit Capital	eTechAces Marketing and Consulting (PolicyBazaar.com)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Apr	2015	0.0	
3774	Accel Partners	Zopnow	Asia	South Asia	India	IND	IN	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Apr	2015	0.0	
3775	ALLVP (Venture Partners Mexico)	Medica Santa Carmen	Latin America	Central America	Mexico	MEX	MX	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Venture Capital	7	15-Apr	2015	0.0	
3776	Matrix Partners	Distinct HealthCare	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Venture Capital		15-Apr	2015	0.0	
3777	East Ventures	Otten Coffee	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Apr	2015	0.0	
3778	Practica Capital	TableAir	CEE & CIS	Central & Eastern Europe (CEE)	Lithuania	LTU	LT	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Furnishings	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	0.2	15-Apr	2015	0.0	
3779	GGV Capital, IDG Capital Partners (IDGVC), Matrix Partners, Yunqi Partners	Kujiale	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Home Improvement Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	10	15-Apr	2015	0.0	
3780	East Ventures	WhatWeLike	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital		15-Apr	2015	0.0	
3781	Templeton Asset Management (TAML)	Huy Vietnam	Asia	Southeast Asia	Vietnam	VNM	VN	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth		15-Apr	2015	0.0	
3782	Sequoia Capital	Beijing Shuailai Century Technology (51yongche)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Apr	2015	0.0	
3783	Sequoia Capital	Zomato	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital		15-Apr	2015	0.0	
3784	Helion Venture Partners, Powerhouse Ventures	Quicko Technosoft Labs (Whatfix)	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	15-Apr	2015	0.0	
3785	Legend Capital, DCM	UCloud Information Technology	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Apr	2015	0.0	
3786	Sequoia Capital, Kalaari Capital, SAIF Partners	Urban Ladder Home Decor Solutions	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Home Improvement Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	50	15-Apr	2015	0.0	
3787	Mid Europa Partners	Danube Foods Group	CEE & CIS	Central & Eastern Europe (CEE)	Serbia	SRB	RS	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Buyout	192	15-Apr	2015	0.0	
3788	Tsing Capital	iView	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	7	15-Apr	2015	1.0	
3789	East Ventures, 500 Startups	Blisby	Asia	Southeast Asia	Thailand	THA	TH	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	0.3	15-Apr	2015	0.0	
3790	Matrix Partners, India Quotient	Purple Squirrel Eduventures	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Apr	2015	0.0	
3791	Fanisi Capital	European Foods Africa	Sub-Saharan Africa	East Africa	Kenya	KEN	KE	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	2	15-Apr	2015	1.0	
3792	The Abraaj Group, TPG	Kudu	MENA	Middle East	Saudi Arabia	SAU	SA	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Credit	Debt		15-Apr	2015		
3793	Neulogy Ventures	Eyerim	CEE & CIS	Central & Eastern Europe (CEE)	Slovakia	SVK	SK	Consumer Goods	Personal & Household Goods	Personal Goods	Clothing & Accessories	Textiles, Apparel & Luxury Goods	K Textiles, Apparel & Leather	Textiles, Apparel & Leather	Private Equity	Venture Capital		15-Apr	2015	0.0	
3794	IDG Ventures India, New Enterprise Associates (NEA), SAIF Partners	Brainbees Solutions (Firstcry.com)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	36	15-Apr	2015	0.0	
3795	New Access Capital, Milestone Capital Management	Lili & Beauty Cosmetics	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Personal Goods	Personal Products	Textiles, Apparel & Luxury Goods	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	100	15-Apr	2015	0.0	
3796	BlueRun Ventures, Source Code Capital	Beijing Kuaile Shidai Technology Development (Qufenqi.com)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	50	15-Apr	2015	0.0	
3797	Templeton Asset Management (TAML)	Defacto Perakende Ticaret	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		15-Apr	2015	0.0	
3798	Sequoia Capital	MobiKwik	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		15-Apr	2015	0.0	
3799	Tiger Global Management	Quikr	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Growth		15-Apr	2015	0.0	
3800	Omnivore Capital Management Advisors	Ecozen Solutions	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Engineering	Industrial Machinery	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	1	15-Apr	2015	0.0	
3801	Sequoia Capital	PressPlay	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Venture Capital	2	15-Apr	2015	0.0	
3802	SAIF Partners, Accel Partners	Bundl Technologies (Swiggy)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	2	15-Apr	2015	0.0	
3803	Dymon Asia Capital	Wah Loon Engineering	Asia	Southeast Asia	Singapore	SGP	SG	Industrials	Industrial Goods & Services	Industrial Engineering	Industrial Machinery	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	30	15-Apr	2015	0.0	
3804	Creador	Masterskill Education Group	Asia	Southeast Asia	Malaysia	MYS	MY	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Buyout	18	15-Apr	2015	0.0	
3805	Qiming Venture Partners	Berry Genomics	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Biotechnology	Biotechnology	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	16	15-Apr	2015	0.0	
3806	Shenzhen Capital Group (SCGC)	Sinbad.com.cn	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital		15-Apr	2015	0.0	
3807	Everstone Capital	Excelity Global (formerly Payfront Technologies)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Buyout		15-Apr	2015	0.0	
3808	500 Startups	Tees.co.id	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Apr	2015	0.0	
3809	Legend Capital, Lightspeed Venture Partners, Sequoia Capital	PPDai	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		15-Apr	2015	0.0	
3810	Sequoia Capital	Beijing Huiyoujia Technology (Qingchifan)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Apr	2015	0.0	
3811	GGV Capital, Shunwei Capital Partners	Xiaozhan Jiaoyu (Zhan.com)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	29	15-Apr	2015	0.0	
3812	Kleiner Perkins Caufield & Byers (KPCB)	Beijing Qingsong Meican Technology (Meican)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Apr	2015	0.0	
3813	Meridian Capital, Ameba Capital, Shenzhen Green Pine Capital Partners	Beijing Dongru Tuotu Technology (Hotbody)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	10	15-Apr	2015	0.0	
3814	Creador	RedCap Pharmacy	Asia	Southeast Asia	Malaysia	MYS	MY	Consumer Services	Retail	Food & Drug Retailers	Drug Retailers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Buyout	35	15-Apr	2015	0.0	
3815	New Enterprise Associates (NEA)	Beijing Gushengtang Chinese Medicine Healthcare	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth		15-Apr	2015	1.0	
3816	Tiger Global Management, Accel Partners, Ribbit Capital	Whizdm Innovations (MoneyView)	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	9	15-Apr	2015	0.0	
3817	KKR	CITIC Envirotech (formerly United Envirotech)	Asia	East Asia	China	CHN	CN	Utilities	Utilities	Gas, Water & Multi-utilities	Water	Water Utilities	C Utilities	Utilities	Infrastructure & Real Assets	Buyout		15-Apr	2015	0.0	
3818	Ethos	Nampak's Tissue, Corrugated and Sacks Division (Neopack and TwinSaver)	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Nondurable Household Products	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout	133	15-Apr	2015	0.0	
3819	Alta Growth Capital	Teletec	Latin America	Central America	Mexico	MEX	MX	Industrials	Industrial Goods & Services	Electronic & Electrical Equipment	Electronic Equipment	Electrical Equipment	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		15-Apr	2015	1.0	
3820	Tiger Global Management, Monashees Capital	99 (formerly 99Taxis)	Latin America	South America	Brazil	BRA	BR	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital		15-Apr	2015	0.0	
3821	Middle East Venture Partners (MEVP)	The Luxury Closet	MENA	Middle East	United Arab Emirates	ARE	AE	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	15-Apr	2015	1.0	
3822	Mandala Capital	Sustainable Agro-commercial Finance (SAFL)	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	PIPE	18	15-Apr	2015	0.0	
3823	IDG Capital Partners (IDGVC), Sequoia Capital, Trustbridge Partners (TBP Capital)	Changingedu	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	15	15-Apr	2015	0.0	
3824	Novastar Ventures	Soko	Sub-Saharan Africa	East Africa	Kenya	KEN	KE	Consumer Goods	Personal & Household Goods	Personal Goods	Clothing & Accessories	Textiles, Apparel & Luxury Goods	K Textiles, Apparel & Leather	Textiles, Apparel & Leather	Private Equity	Venture Capital		15-Apr	2015	0.0	
3825	Resource Capital Funds	Firestone Diamonds	Sub-Saharan Africa	Southern Africa	Lesotho	LSO	LS	Basic Materials	Basic Resources	Mining	Diamonds & Gemstones	Metals & Mining	M Industrial & Consumer Products	Industrial & Consumer Products	Infrastructure & Real Assets	PIPE	15	15-Apr	2015	0.0	
3826	IDFC Alternatives	ONGC Tripura Power (OTPC)	Asia	South Asia	India	IND	IN	Utilities	Utilities	Electricity	Conventional Electricity	Electric Utilities	V Electric Power	Utilities	Infrastructure & Real Assets	Growth	68	15-Apr	2015	0.0	
3827	Middle East Venture Partners (MEVP)	Altibbi	MENA	Middle East	Jordan	JOR	JO	Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	Venture Capital	2	15-Apr	2015	0.0	
3828	SP Ventures, Astella Investimentos	Smartbill RBM	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Apr	2015	0.0	
3829	Tiger Global Management	Ather Energy	Asia	South Asia	India	IND	IN	Consumer Goods	Automobiles & Parts	Automobiles & Parts	Automobiles	Automobiles	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	12	15-Apr	2015	0.0	
3830	Databank Agrifund Manager (DAFML)	Norish	Sub-Saharan Africa	East Africa	Ethiopia	ETH	ET	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	0.4	15-Apr	2015	0.0	
3831	Middle East Venture Partners (MEVP)	Lamsa Kids World	MENA	Middle East	Saudi Arabia	SAU	SA	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	1	15-Apr	2015	0.0	
3832	KKR, LeapFrog Investments, True North (formerly IVFA)	Magma Fincorp	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	110	15-Apr	2015	0.0	
3833	Mezzanine Capital Partners	Private Equity Managers (PEManagers)	CEE & CIS	Central & Eastern Europe (CEE)	Poland	POL	PL	Financials	Financial Services	Financial Services	Asset Managers	Capital Markets	P Collective Investment Vehicles	Collective Investment Vehicles	Private Credit	Mezzanine	13	15-Apr	2015		
3834	Fortune Venture Capital	BusinessBigData	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Apr	2015	0.0	
3835	China Renaissance Capital Investment (CRCI)	Imcoming.cn	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	4	15-Apr	2015	0.0	
3836	Ventech	Beijing Kaluli Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	5	15-Apr	2015	0.0	
3837	Novastar Ventures	Komaza	Sub-Saharan Africa	East Africa	Kenya	KEN	KE	Basic Materials	Basic Resources	Forestry & Paper	Forestry	Paper & Forest Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Venture Capital		15-Mar	2015	0.0	
3838	Advent International	Faculdade da Serra Gaucha (FSG)	Latin America	South America	Brazil	BRA	BR	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Buyout		15-Mar	2015	0.0	
3839	Sequoia Capital, Hillhouse Capital Management	Beequick	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	20	15-Mar	2015	0.0	
3840	Shunwei Capital Partners	Yujiahui	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Personal Goods	Personal Products	Textiles, Apparel & Luxury Goods	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	16	15-Mar	2015	0.0	
3841	Banyan Capital, QF Capital (Qifu Capital)	Genshuixue	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	41	15-Mar	2015	0.0	
3842	Mayfield Fund, Kalaari Capital	JoGuru (TripHobo.com)	Asia	South Asia	India	IND	IN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	3	15-Mar	2015	0.0	
3843	Goldman Sachs Merchant Banking Division (MBD), GBM Infraestructura	Tres Mesas Wind Project	Latin America	Central America	Mexico	MEX	MX	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Buyout		15-Mar	2015	0.0	
3844	IDG Capital Partners (IDGVC)	Ninefu (9fbank.com)	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		15-Mar	2015	0.0	
3845	Kalaari Capital	AppsDaily Solutions	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Mar	2015	0.0	
3846	IMM Investment	Incheon Total Energy Company	Asia	East Asia	South Korea	KOR	KR	Utilities	Utilities	Gas, Water & Multi-utilities	Multi-utilities	Multi-Utilities	C Utilities	Utilities	Private Credit	Mezzanine		15-Mar	2015		
3847	Warburg Pincus	Nirvana Development	Asia	Southeast Asia	Indonesia	IDN	ID	Financials	Real Estate	Real Estate Investment & Services	Real Estate Holding & Development	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	PIPE	125	15-Mar	2015	0.0	
3848	CMS Opus Private Equity (COPE)	Damini	Asia	Southeast Asia	Malaysia	MYS	MY	Basic Materials	Chemicals	Chemicals	Specialty Chemicals	Chemicals	G Chemicals	Chemicals	Private Equity	Growth		15-Mar	2015	0.0	
3849	Tano Capital	Arohan Financial Services	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	10	15-Mar	2015	1.0	
3850	IDG Capital Partners (IDGVC)	Kingsoft Cloud	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	24	15-Mar	2015	0.0	
3851	Tiger Global Management, Lightspeed Venture Partners, Matrix Partners	LimeRoad.com	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	30	15-Mar	2015	0.0	
3852	New Horizon Capital, CMC Capital Partners, IDG Capital Partners (IDGVC), Matrix Partners	Yuanfudao (Yuantiku, Xiaoyuansouti)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	60	15-Mar	2015	0.0	
3853	Macquarie Infrastructure and Real Assets (MIRA)	Mexico Tower Partners (MTP)	Latin America	Central America	Mexico	MEX	MX	Telecommunications	Telecommunications	Mobile Telecommunications	Mobile Telecommunications	Wireless Telecommunication Services	N Information	Information	Infrastructure & Real Assets	Growth		15-Mar	2015	0.0	
3854	LIV Capital	Holding Universidad Centro	Latin America	Central America	Mexico	MEX	MX	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	5	15-Mar	2015	0.0	
3855	New Enterprise Associates (NEA)	51lietou	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Mar	2015	0.0	
3856	Wavemaker Partners	Healint	Asia	Southeast Asia	Singapore	SGP	SG	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	15-Mar	2015	0.0	
3857	Sequoia Capital	Shanghai Melody Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital		15-Mar	2015	0.0	
3858	ChinaEquity, Linear Venture	Juesheng	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Mar	2015	0.0	
3859	NewMargin Ventures, Shenzhen Cowin Venture Capital	Chunshuitang	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	13	15-Mar	2015	0.0	
3860	China Renaissance Capital Investment (CRCI)	Birdex	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Industrial Transportation	Delivery Services	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Venture Capital	5	15-Mar	2015	0.0	
3861	e.Bricks Digital	Rock Content	Latin America	South America	Brazil	BRA	BR	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital	2	15-Mar	2015	0.0	
